"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
531,"NCT03209700","Re-treatment From a Phase I Study of MSC-AFP in Patients With Perianal Fistulas","MSC-AFP","Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula|Crohn's Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","William A. Faubion, M.D.|Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-004503","July 20, 2017","December 10, 2019","December 10, 2019","July 6, 2017",,"January 3, 2020","Mayo Clinic in Minnesota, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03209700"
532,"NCT02398370","Evaluate the Safety and Feasibility of Injecting PMD-MSC Into the Penis to Treat the Symptoms of Mild to Moderate ED","PMD-MSC-ED-01","Completed","No Results Available","Erectile Dysfunction","Biological: Placental Matrix-Derived Mesenchymal Stem Cells (PMD-MSCs)","Peak Systolic Velocity without trimix (cm/s)|End Diastolic Velocity without trimix (cm/s)","Melissa Marchand|Z Urology","Male","40 Years to 70 Years   (Adult, Older Adult)","Phase 1","8","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PMD-MSC-ED-01","July 2013","December 2014","March 2015","March 25, 2015",,"April 27, 2015","Z Urology, Coral Springs, Florida, United States",,"https://ClinicalTrials.gov/show/NCT02398370"
533,"NCT02395029","Evaluate the Safety and Feasibility of Injecting PMD-MSC Into the Penis to Treat the Symptoms of PD","PMD-MSC-PD-01","Completed","No Results Available","Peyronie's Disease","Biological: Placental Matrix-Derived Mesenchymal Stem Cells (PMD-MSCs)","Peak Systolic Velocity without trimix (cm/s)|End Diastolic Velocity without trimix (cm/s)","Melissa Marchand|Z Urology","Male","18 Years and older   (Adult, Older Adult)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PMD-MSC-PD-01","August 2013","December 2014","March 2015","March 20, 2015",,"March 20, 2015","Z Urology, Coral Springs, Florida, United States",,"https://ClinicalTrials.gov/show/NCT02395029"
534,"NCT02807389","Stem Cell Fistula Plug in Post Surgical Leak Fistulas",,"Completed","No Results Available","Surgical Leak Fistula","Drug: MSC Fistula Plug","Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Incidence of Fistula Closure","Mayo Clinic","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","2","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-004326","March 14, 2017","April 2, 2019","April 2, 2019","June 21, 2016",,"April 23, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02807389"
535,"NCT03449069","Pediatric MSC-AFP Sub-study for Crohn's Fistula",,"Recruiting","No Results Available","Fistula in Ano|Crohn Disease","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity)|Number of participants with response to the treatment regarding cessation of drainage from the treated fistula.|Number of participants with radiographic response to the treatment regarding the treated fistula.","Mayo Clinic","All","12 Years to 17 Years   (Child)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-010539","July 23, 2018","December 31, 2023","December 31, 2023","February 28, 2018",,"October 3, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03449069"
536,"NCT02812121","UC-MSC Infusion for HBV-Related Acute-on-Chronic Liver Failure",,"Unknown status","No Results Available","Liver Failure","Drug: umbilical cord blood mesenchymal stem cells","The incidence of adverse reactions after umbilical cord blood derived mesenchymal stem cells (UC-MSC) infusions.|The survival time of patients after UC-MSC infusions.|The influence on levels of ALT (U/L) and AST (U/L) after UC-MSC infusions|The influence on levels of ALB(g/L) after UC-MSC infusions|The influence on levels of TBil (umol/L) after UC-MSC infusions|The influence on levels of INR after UC-MSC infusions|The influence on levels of MELD score, SOFA score and CTP score after UC-MSC infusions|The incidence of fatal complications after UC-MSC infusions.|Comparison of levels of NKG2A among the groups after UC-MSC infusions|Comparison of levels of NKG2D among the groups after UC-MSC infusions|Comparison of levels of NKP46 among the groups after UC-MSC infusions|Comparison of levels of KIR2DL1 among the groups after UC-MSC infusions|Comparison of levels of KIR2DL3 among the groups after UC-MSC infusions|Comparison of levels of KIR3DL1 among the groups after UC-MSC infusions|Comparison of levels of perforin among the groups after UC-MSC infusions|Comparison of levels of FasL among the groups after UC-MSC infusions|Comparison of levels of gramzymeB among the groups after UC-MSC infusions","Sun Yat-sen University","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","261","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","UCBMSC|LBingliang","June 2016","June 2017","June 2018","June 24, 2016",,"June 24, 2016",,,"https://ClinicalTrials.gov/show/NCT02812121"
537,"NCT02208713","Intramuscular Transplantation of Muscle Derived Stem Cell and Adipose Derived Mesenchymal Stem Cells in Patients With Facioscapulohumeral Dystrophy (FSHD)",,"Unknown status","No Results Available","Dystrophy","Biological: Intramuscular injection","Myalsia|Mass formation|Hematoma|Muscle bulk|CPK","Royan Institute","All","18 Years to 50 Years   (Adult)","Phase 1","21","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Royan-Nerve-007","May 2014","November 2017","December 2017","August 5, 2014",,"April 27, 2017","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT02208713"
538,"NCT02589119","Stem Cell Fistula Plug in Cryptoglandular Perianal Fistulas (MSC-AFP)",,"Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-003200","January 2016","September 2019","September 2019","October 28, 2015",,"December 6, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02589119"
539,"NCT01162915","Transfer of Bone Marrow Derived Stem Cells for the Treatment of Spinal Cord Injury",,"Suspended","No Results Available","Spinal Cord Injury","Biological: Autologous bone marrow-derived mesenchymal stem cells.","Safety","TCA Cellular Therapy","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2009-SCI-I","July 2010","May 2014","May 2014","July 15, 2010",,"May 9, 2014","TCA Cellular Therapy, LLC, Covington, Louisiana, United States",,"https://ClinicalTrials.gov/show/NCT01162915"
540,"NCT03254758","A Study of ADR-001 in Patients With Liver Cirrhosis",,"Recruiting","No Results Available","Decompensated Liver Cirrhosis","Biological: Mesenchymal stem cell","Safety profile of ADR-001 including the incidence of adverse events (Phase 1)|Improvement rate of Child-Pugh score (Phase 2)|Change of liver function evaluated by Child-Pugh score (Phase 1)|Improvement rate of Child-Pugh score (Phase 1)|Improvement rate of Child-Pugh grade (Phase 1)|Change of liver function evaluated by Child-Pugh score (Phase 2)|Improvement rate of Child-Pugh grade (Phase 2)|Safety profile of ADR-001 including the incidence of adverse events (Phase 2)","Rohto Pharmaceutical Co., Ltd.","All","20 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","27","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ADR-001-01","July 20, 2017","June 2022","December 2022","August 18, 2017",,"April 27, 2022","Niigata University Medical & Dental Hospital, Niigata, Japan|Nihon University Itabashi Hospital, Tokyo, Japan",,"https://ClinicalTrials.gov/show/NCT03254758"
541,"NCT03220243","Stem Cell Coated Fistula Plug in Patients With Crohn's RVF",,"Completed","No Results Available","Fistula Vagina|Crohn Disease","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-002892","October 19, 2017","September 20, 2020","September 20, 2020","July 18, 2017",,"October 30, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03220243"
542,"NCT01045382","MSC and HSC Coinfusion in Mismatched Minitransplants",,"Terminated","No Results Available","Leukemia, Myeloid, Acute|Leukemia, Lymphoblastic, Acute|Leukemia, Myelocytic, Chronic|Myeloproliferative Disorders|Myelodysplastic Syndromes|Multiple Myeloma|Leukemia, Lymphocytic, Chronic|Hodgkin's Disease|Lymphoma, Non-Hodgkin","Biological: Mesenchymal stem cells|Other: Isotonic solution","One-year overall survival in the 2 arms.|Incidence of grade II-IV and grade III-IV acute GVDH|Number of absolute donor T cells after HCT in each arm|Cumulative incidence of non-relapse mortality|Incidence of extensive chronic GVHD in each arm|Incidence of graft rejection in each arm.|Quality and timing of immunologic reconstitution in each arm.|Detection of MSC from donor origin in recipient marrow after HCT in patients given MSC|Proportion of patients with measurable disease at HCT who achieve a complete response in each arm.|Cumulative incidence of relapse|Incidence of progression-free survival|Incidence of infections","University of Liege|AZ Sint-Jan AV|Ziekenhuis Netwerk Antwerpen (ZNA)|Jules Bordet Institute|Universiteit Antwerpen|AZ-VUB|Cliniques universitaires Saint-Luc- Université Catholique de Louvain|University Hospital, Ghent","All","up to 75 Years   (Child, Adult, Older Adult)","Phase 2","39","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","TJB0909","July 2010","August 2021","August 2021","January 11, 2010",,"September 8, 2021","UZA, Edeghem, Antwerpen, Belgium|St-Luc UCL, Brussels, Brabant, Belgium|AZ Gasthuisberg Leuven, Leuven, Flamish Brabant, Belgium|UZ Gent, Gent, Flanders Ost, Belgium|AZ St-Jan, Brugge, Flanders West, Belgium|Cliniques Universitaires Mont-Godinne, Yvoir, Namur, Belgium|Hôpital Stuyvenberg, Antwerpen, Belgium|Bordet Institute, Brussels, Belgium|Vrije Universiteit Brussel, Brussels, Belgium|CHU-ULg, Liège, Belgium",,"https://ClinicalTrials.gov/show/NCT01045382"
543,"NCT01591200","Dose Finding Study to Assess Safety and Efficacy of Stem Cells in Liver Cirrhosis",,"Completed","No Results Available","Alcoholic Liver Cirrhosis","Biological: Allogeneic Mesenchymal Stem Cells","Safety|Liver function tests.|CT scan of abdomen.|Change in MELD score|Improvement in quality of life as assessed by SF 36 questionnaire|Histological evaluation of liver biopsy by immunohistochemical staining for AFP, PCNA, SMA|Change in Child-Pugh score","Stempeutics Research Pvt Ltd","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","40","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SRPL/LC/09-10/001","June 2012","April 2016","April 2016","May 3, 2012",,"September 15, 2016","Centre for Liver Research & Diagnostics, Hyderabad, Andhra Pradesh, India|Mediciti Hospital, Hyderabad, Andhra Pradesh, India|Manipal Hospital, Bangalore, Karnataka, India|KMC Hospital, Mangalore, Karnataka, India|Institute of liver disease, HPB surgery and transplant Global Hospitals, Mumbai, Maharashtra, India|Bombay Hospital & Medical Research Center, Mumbai, Maharashtra, India|Ruby Hall clinic, Pune, Maharashtra, India|Sahyadri Speciality Hospital, Pune, Maharashtra, India|SMS Medical college and Hospital, Jaipur, Rajasthan, India|SGPGI Lucknow, Lucknow, Uttar Pradesh, India",,"https://ClinicalTrials.gov/show/NCT01591200"
544,"NCT05442437","Human Umbilical Cord Mesenchymal Stem Cells for Treating HBV Clinical Study","THSW-MSC","Recruiting","No Results Available","HBV","Biological: hUCMSCs","Serum albumin in g/L|alanine aminotransferase in U/L|aspartate aminotransferase in U/L|cholinesterase in U/L|Total bilirubin in μmol/L|Direct bilirubin in μmol/L|Serum cholesterol in mmol/L|Prothrombin activity in percentage|Antithrombin in mg/L|survival rate|Child-Pugh grade|Rate of weight change|Ascites|clinical symptoms|Th1 cells in percentage|Th2 cells in percentage|Natural killer T cells in percentage|Interleukin-1β cells in pg/mL|Interleukin-4 cells in pg/mL|Interleukin-6 cells in pg/mL|Interleukin-8 cells in pg/mL|Interleukin-12 cells in pg/mL|Interleukin-15 cells in pg/mL|Interleukin-17A cells in pg/mL|Medical images|The Medical outcomes study 36-item Short Form Health Survay scale (SF-36 scale)|MELD score","Zhongnan Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Early Phase 1","24","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","THSW MSC 2018005","September 8, 2019","July 31, 2022","December 31, 2022","July 5, 2022",,"July 5, 2022","Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT05442437"
545,"NCT02881489","Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Patients With Amyotrophic Lateral Sclerosis","UwmBmmscALS","Unknown status","No Results Available","Amyotrophic Lateral Sclerosis","Other: Biological: Cell-based therapy","Changes in the Amyotrophic Lateral Sclerosis Functional Rating Scale (ALSFRS) between patients before and after stem cell transplantation.","University of Warmia and Mazury","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","UWM/ALS-MSC.2015/002","November 2015","April 2018","December 2018","August 29, 2016",,"August 29, 2016",,,"https://ClinicalTrials.gov/show/NCT02881489"
546,"NCT03525418","Lomecel-B Delivered During Stage II Surgery for Hypoplastic Left Heart Syndrome (ELPIS)","ELPIS","Completed","No Results Available","HLHS","Biological: Longeveron Mesenchymal Stem Cells","Safety: To evaluate the safety and feasibility of intramyocardial injection of LMSCs during the Stage II (BDCPA) operation for HLHS via incidence of Treatment-Emergent Serious Adverse Events.|Efficacy: Change from baseline in right ventricular ejection fraction (%).|Efficacy: Change from baseline in right ventricular end-systolic volume.|Efficacy: Change from baseline in right ventricular end-diastolic volume.|Efficacy: Change from baseline in right ventricular end-diastolic diameter.|Efficacy: Change from baseline tricuspid regurgitation.|Efficacy: Change in weight (in kilograms).|Efficacy: Change in height (in centimeters).|Efficacy: Change in head circumference (in centimeters).|Efficacy: Number of patients with Treatment-Emergent Adverse Events, and total number of occurrences of Treatment-Emergent Adverse Events, through-out participation in trial.","Longeveron Inc.","All","1 Day to 1 Year   (Child)","Phase 1|Phase 2","10","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","00-0000-05","February 21, 2018","December 31, 2021","December 31, 2021","May 15, 2018",,"March 7, 2022","Emory University/Childen's Healthcare of Atlanta, Atlanta, Georgia, United States|University of Maryland Medical Center, Baltimore, Maryland, United States|Johns Hopkins University Hospital, Baltimore, Maryland, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|University of Utah/Heart Center-Primary Children's Hospital, Salt Lake City, Utah, United States",,"https://ClinicalTrials.gov/show/NCT03525418"
547,"NCT02854579","Neural Progenitor Cell and Paracrine Factors to Treat Hypoxic Ischemic Encephalopathy",,"Unknown status","No Results Available","Hypoxic-Ischemic Encephalopathy","Biological: neural progenitor cell|Biological: Paracrine factors|Biological: progenitor cell and paracrine factors","Neonatal Behavioral Neurological Assessment|number of adverse events|Bayley score|Peabody development measure scale|Number of death|Number of participants with treatment-related central nervous tumor as assessed by Magnetic Resonance Imaging or CT","Navy General Hospital, Beijing|Bethune International Peace Hospital|Daping Hospital and the Research Institute of Surgery of the Third Military Medical University|Hunan Children's Hospital|Shangluo Central Hospital|252 Military Hospital","All","1 Day to 14 Days   (Child)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NavyGHB-P-01","January 2013","July 2017","December 2017","August 3, 2016",,"August 3, 2016","Navy General Hospital, Beijing, Beijing, China|Navy General Hospital, Beijing, China",,"https://ClinicalTrials.gov/show/NCT02854579"
548,"NCT01038596","Mesenchymal Stromal Cells and Osteoarthritis",,"Completed","No Results Available","Osteoarthritis",,"Global Gene expression profile of bone marrow-derived mesenchymal stromal cells from osteoarthritic versus healthy donors|Flow cytometric analysis of cell surface antigens, Alkaline phosphatase activity, DNA content as measure for cellular proliferation","Technische Universität Dresden|German Federal Ministry of Education and Research","All","50 Years to 90 Years   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","HipMSC-Osteoarthritis","January 2009","June 2016","December 2016","December 24, 2009",,"April 14, 2017","University Hospital Dresden, Orthopaedic Department, Dresden, Germany",,"https://ClinicalTrials.gov/show/NCT01038596"
549,"NCT02966717","Rituximab Combined With MSCs in the Treatment of PNS (3-4 Stage of CKD)","CKD","Unknown status","No Results Available","Renal Insufficiency, Chronic|Nephrotic Syndrome","Drug: Rituximab|Drug: conventional therapy|Drug: Mesenchymal stem cells","The change of serum creatinine elevation|The percentage of end-stage renal disease or death.","Zhujiang Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","116","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Tangxun8022","August 2016","October 2016","October 2021","November 17, 2016",,"November 22, 2016","Zhujiang Hospital, Southern Medical University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT02966717"
550,"NCT03766217","Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair","CLOSE","Completed","No Results Available","Cleft Lip and Palate","Combination Product: Mesenchymal stem cells associated with biomaterials|Combination Product: Iliac crest autogenous bone graft","Alveolar bone filling rate|Serious adverse events|Non serious adverse events|Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair|Position of the canine tooth and formation of dental root|Patient-reported outcome (PRO, including appearance, fuction and quality of life)","Hospital Sirio-Libanes|Ministry of Health, Brazil","All","7 Years to 12 Years   (Child)","Phase 3","62","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","CAAE47719215.5.0000.5461","April 5, 2019","December 6, 2019","December 15, 2019","December 6, 2018",,"May 13, 2020","Hospital Sírio-Libanes, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT03766217"
551,"NCT02315027","Mesenchymal Stem Cell Therapy in Multiple System Atrophy",,"Active, not recruiting","No Results Available","MSA","Biological: Autologous Mesenchymal Stem Cells","Adverse event frequency (by severity, type, attribution, and intervention dose).|Rate of change of Unified Multiple System Atrophy Rating Scale (UMSARS) I score from baseline to 12 months (or last available date), compared with placebo limb of Rifampicin trial (historical control cohort).|Rate of change from baseline to 12 months (or last available date) in UMSARS II score.|Rate of change from baseline to 12 months (or last available date) in UMSARS total score.|Rate of change in COMPASS-select score from baseline to 12 months.|Change in CASS score and thermoregulatory sweat test (TST) % from baseline to 12 months.|MRI morphometric changes using dedicated algorithms to evaluate rate of atrophy of defined areas of brain from baseline to 12 months.|Change in CSF biomarkers from baseline to 2 months.","Mayo Clinic|Food and Drug Administration (FDA)|National Institute of Neurological Disorders and Stroke (NINDS)","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other|U.S. Fed|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","12-005950|R01FD004789|R01NS092625","October 2012","March 2024","March 2024","December 11, 2014",,"September 9, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02315027"
552,"NCT01499056","Mesenchymal Stem Cell Transplantation in Osteoarthritis of Hip Joint",,"Completed","No Results Available","Hip Osteoarthritis","Biological: stem cell injection","swelling of hip joint|deterioration of joint function|skin allergic reaction|Respiratory reaction|Quantitative changes in pain intensity|physical function improvement|subchondral bone edema|cartilage thickness","Royan Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Royan-Bone-008","June 2010","February 2011","March 2011","December 26, 2011",,"December 26, 2011","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT01499056"
553,"NCT03181087","Safety of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars",,"Recruiting","No Results Available","Uterine Scar","Other: Umbilical cord MSCs","Safety evaluation through vital signs, the results of clinical lab tests and adverse events|Number of participants with uterine niche|Change of uterine scar thickness|Change of uterine scar area|Number of participants with endometritis|Number of participants with wound infection|Immunoglobulin concentrations in breast milk and serum|Adverse events occurrence","Maternal and Child Health Hospital of Foshan","Female","21 Years to 35 Years   (Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MCHHFoshan-1701","December 11, 2021","October 31, 2022","May 30, 2023","June 8, 2017",,"June 9, 2021","Maternal and Child Health Hospital of Foshan, Foshan, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03181087"
554,"NCT03816852","The Safety and Efficiency Study of Mesenchymal Stem Cell (19#iSCLife®-POI) in Premature Ovarian Insufficiency",,"Suspended","No Results Available","Premature Ovarian Failure","Biological: hucMSCs","Menstrual changes|Kupperman score|hormone level|Follicular development","Sclnow Biotechnology Co., Ltd.","Female","19 Years to 40 Years   (Adult)","Phase 2","12","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","SCLnow-HNRM-01","October 1, 2018","October 2022","October 2022","January 25, 2019",,"February 14, 2022","Henan Provincial People's Hospital, Zhengzhou, Henan, China",,"https://ClinicalTrials.gov/show/NCT03816852"
555,"NCT02336646","Cell Therapy With Mesenchymal Stem Cell in Ischemic Limb Disease",,"Completed","No Results Available","Critical Limb Ischemia","Drug: Allogenic MSC|Drug: Normal saline","Adverse events|Efficacy-The Wong Baker FACES® pain rating scale|Efficacy-Transcutaneous oxygen pressure(TcPO2)|Efficacy-walking distance (TWD)|Efficacy-Ankle Brachial Pressure Index (ABPI)","Taiwan Bio Therapeutics Co., Ltd.","All","20 Years to 80 Years   (Adult, Older Adult)","Phase 1","18","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","2012-02-070B","May 1, 2015","April 27, 2018","December 20, 2018","January 13, 2015",,"August 25, 2021","Taipei Veterans General Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT02336646"
556,"NCT02034786","Safety Study of Filler Agent Composed of Autologous Mesenchymal Stem Cells and Hyaluronic Acid","LipAge","Unknown status","No Results Available","Lipodystrophies|Aesthetics Procedure","Procedure: Adipose tissue collection|Biological: Transdermal injection|Procedure: Transdermal injection","Adverse Events Analysis|Efficacy Analysis","Cryopraxis Criobiologia Ltda.|Hospital Federal de Bonsucesso","All","18 Years and older   (Adult, Older Adult)","Phase 1","25","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Cryo 394.191|394.191","March 2015","May 2016","June 2016","January 13, 2014",,"February 4, 2015","Hospital Federal de Bonsucesso, Rio de Janeiro, Brazil",,"https://ClinicalTrials.gov/show/NCT02034786"
557,"NCT02290041","Treatment With MSC in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response",,"Completed","No Results Available","Discordant Immunological Response in HIV Infected Subjects","Drug: Infusion of MSC|Drug: Infusion of placebo","Incidence of adverse reactions|Incidence of opportunist diseases|Changes in CD4+ cell count and CD4+/CD8+ ratio|T CD4 +/µl count evolution and CD4 +/CD8 + ratio throughout 48 weeks","Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud|Iniciativa Andaluza en Terapias Avanzadas|Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","5","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CeTMAd-VIH-2014","February 8, 2017","July 30, 2019","July 30, 2019","November 13, 2014",,"March 4, 2020","Virgen del Rocío University Hospital, Seville, Spain",,"https://ClinicalTrials.gov/show/NCT02290041"
558,"NCT03414697","Transplantation of Umbilical Cord-derived Mesenchymal Stem Cells Via Different Routes",,"Unknown status","No Results Available","Cerebral Palsy","Other: Control group|Procedure: UC-MSCs","The Gross Motor Function Measure (GMFM)-88 item score|Fine Motor Function Measure scale (FMFM) score|The Modified Ashworth scale (MAS) score|Gesell Development Schedule score|Incidence of adverse reactions","The First Affiliated Hospital of Dalian Medical University","All","2 Years to 18 Years   (Child, Adult)","Not Applicable","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","FirstHospitalDalianMU004","April 2018","September 2020","December 2020","January 30, 2018",,"January 30, 2018","The First Affiliated Hospital of Dalian Medical University, Dalian, Liaoning, China",,"https://ClinicalTrials.gov/show/NCT03414697"
559,"NCT01643681","Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Lumbar Intervertebral Disc Degeneration",,"Withdrawn","No Results Available","Lumbar Intervertebral Disc Degeneration","Procedure: Autologous Adipose Tissue derived MSCs Transplantation","Magnetic Resonance Imaging|Changes of Neurological Functions|Safety evaluation","R-Bio|Korea University Anam Hospital","All","19 Years to 70 Years   (Adult, Older Adult)","Not Applicable","0","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","KSC-MSCs-LIDD","July 2012","March 2014","December 2015","July 18, 2012",,"June 5, 2019","Korea University Anam Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT01643681"
