"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
84,"NCT05095532","Autologous Mesenchymal Stromal Cells and Islet Co-transplantation in TP-IAT",,"Recruiting","No Results Available","Chronic Pancreatitis|Mesenchymal Stem Cells","Biological: Bone marrow-derived mesenchymal stem cells|Other: Placebo","Change in Islet Cell Function|Change in HbA1C levels from baseline to 12 months.|Proportion of insulin-independent patients following IAT|Average daily insulin requirement|Beta cell function as assessed by beta-score","Medical University of South Carolina|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years and older   (Adult, Older Adult)","Phase 1","42","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","Pro00099487|R01DK126454","December 1, 2021","June 30, 2026","June 30, 2026","October 27, 2021",,"March 25, 2022","Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT05095532"
85,"NCT02351011","Human Autologous MSCs for the Treatment of Mid to Late Stage Knee OA",,"Completed","No Results Available","Osteoarthritis of Knee","Biological: 1 x 10^6 MSCs|Biological: 10 x 10^6 MSCs|Biological: 50 x 10^6 MSCs","Safety as determined by the occurrence of local and systemic adverse events and/or serious adverse events.|Knee Injury and Osteoarthritis Outcome Score (KOOS)|Marx Activity Scale (Patient-reported activity)|Short-Form 36 (Health-related quality of life)|Whole Organ MRI Score (WORMS), Gadolinium-enhanced MRI, T2 Mapping (To assess joint structure, inflammation, and cartilage status over time)|Cartilage oligomeric matrix protein (COMP)|Hyaluronic acid (HA)|C-terminal telopeptide of type II collagen (CTXII)|Types I and II collagen cleavage (C1,2C)|Type II collagen cleavage (C2C)|IL-6/TNFα/IL-15","Jas Chahal|University Health Network, Toronto","All","40 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","12","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","MSC-001","February 2015","December 2018","December 2018","January 30, 2015",,"September 27, 2019","Toronto Western Hospital, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02351011"
86,"NCT04815213","The Use of Expandeded Mesenchymal Stromal Cells (MSC) in Premature Ovarian Failure (POF) in Adult Humans",,"Recruiting","No Results Available","Premature Ovarian Failure","Biological: expanded autologous bone marrow derived MSC","Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Number of patients with enhanced hormonal profile, ovarian changes and endometrial changes|Number of patients with positive ovarian changes|Number of patients with increased endometrial thickness","University of Jordan","Female","18 Years to 38 Years   (Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","POF.UJCTC","January 1, 2020","January 31, 2022","January 31, 2022","March 24, 2021",,"March 24, 2021","Cell Therapy Center, University of Jordan, Amman, Jordan",,"https://ClinicalTrials.gov/show/NCT04815213"
87,"NCT02165904","Subarachnoid Administrations of Adults Autologous Mesenchymal Stromal Cells in SCI",,"Completed","Has Results","Spinal Cord Injury","Biological: Adult Autologous Mesenchymal Bone Marrow Cell","Efficacy-Sensivity Improvement Using the ASIA Score|Efficacy- Changes in Functional Independence Measure Scale|Efficacy-Change in Barthel Score|Efficacy-IANC-SCIFRS Scale|Efficacy-Changes in PENN Score.|Changes in ASHWORTH Score|Efficacy-Changes in EVA Score|Efficacy- Changes in Geffner Score|Efficacy- Changes in NBD Score|Efficacy-Changes in the Neurophysiological Parameters (SSEPs, Somatosensory Evoked Potentials)|Efficacy-Urodynammic in Terms of Detrusor Pressure|Efficacy-Urodynamic Studies Bladder Compliance|Efficacy-Urodynamic Studies Maximum Cystometric Capacity|Efficacy-modification of Magnetic Resonance Imaging (MRI)|Number of Adverse Events .|Efficacy- Expression of Neurotrophins in CSF (CerebroSpinal Fluid) Samples","Puerta de Hierro University Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CME-LEM2|2011-005684-24","May 2014","May 2016","May 2016","June 18, 2014","July 19, 2019","July 19, 2019","Hospital Puerta de Hierro, Majadahonda, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT02165904"
88,"NCT03007576","Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stromal Cell Product (RegStem)",,"Completed","No Results Available","Osteoarthritis,Knee","Biological: RegStem","Safety of RegStem by incidence of adverse events and changes in physical examinations, vital signs and the results of clinical lab tests.|Clinical assessment of International Knee Documentation Committee (IKDC) score|Clinical assessment of Knee injury and Osteoarthritis Outcome Score (KOOS)|Clinical assessment of visual analogue scale (VAS)|Clinical assessment of knee X-ray|Clinical assessment of knee MRI","EMO Biomedicine Corporation|Far Eastern Memorial Hospital","All","50 Years to 75 Years   (Adult, Older Adult)","Phase 1","12","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EMOCT01","August 1, 2017","August 31, 2019","August 31, 2019","January 2, 2017",,"November 13, 2019","Far Eastern Memorial Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT03007576"
89,"NCT04290182","A Study of Local Administration of Autologous Mesenchymal Stromal Cells in Dysphonic Patients With Vocal Fold Scarring",,"Recruiting","No Results Available","Hoarseness|Dysphonia|Aphonia|Vocal Fold; Scar","Biological: MSC-KI-PL-204","Safety and tolerability of treatment|Assessment of VF function|Assessment of subjective voice ratings|Assessment of tissue metabolism and healing","Karolinska University Hospital|Swedish Foundation for Strategic Research","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-06160 and 5.1-2019-92069","March 2020","June 2022","June 2023","February 28, 2020",,"February 28, 2020","Karolinska Trial Alliance, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT04290182"
90,"NCT04744116","Addition of Cord Blood Tissue-Derived Mesenchymal Stromal Cells to Ruxolitinib for the Treatment of Steroid-Refractory Acute Graft Versus Host Disease",,"Recruiting","No Results Available","Hematopoietic and Lymphoid Cell Neoplasm|Steroid Refractory Graft Versus Host Disease","Other: Cellular Therapy|Drug: Ruxolitinib","Death from any cause|Response|Incidence of adverse events|Graft versus host disease status|Proportion of response|Time to complete response|Time to very good partial response|Time to partial response|Incidence of complete response for each organ|Incidence of very good partial response for each organ|Incidence of partial response for each organ|Durability of organ response|Cumulative incidence of non-relapse mortality (NRM)|Cumulative incidence of relapse/progression of the primary disease|Overall survival|Disease-free survival|Graft versus host disease-free survival|Incidence of chronic graft versus host disease|Incidence of systemic infections|Incidence of toxicities|Incidence of any grade cytokine release|Incidence of any infusional toxicity","M.D. Anderson Cancer Center|National Cancer Institute (NCI)","All","12 Years to 80 Years   (Child, Adult, Older Adult)","Early Phase 1","24","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-1122|NCI-2020-13889|P01CA148600","February 17, 2021","November 30, 2022","November 30, 2022","February 8, 2021",,"July 12, 2022","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04744116"
91,"NCT04629833","Treatment Of Steroid-Refractory Acute Graft-versus-host Disease With Mesenchymal Stromal Cells Versus Best Available Therapy","IDUNN","Recruiting","No Results Available","Steroid-refractory Acute Graft-versus-host Disease","Biological: MC0518|Biological: BAT","Overall Response (OR)|Freedom from Treatment Failure (FFTF)|Overall Survival|Acute Graft-versus-host Disease (aGvHD) Response|Change from Baseline in aGvHD Grades|Time to Response|Duration of Response|Best Overall Response (OR)|Cumulative Dose of Steroids for SR-aGvHD per Kilogram (kg) of Body Weight|Number of Participants with Chronic Graft-versus-host Disease (cGvHD)|Time to Chronic Graft-versus-host Disease (cGvHD)|Number of Participants with Graft Failure (GF)|Number of Participants with Relapse or Progression in Participants with Underlying Malignant Disease|Time to Relapse or Progression in Participants with Underlying Malignant Disease|Event-free survival (EFS)|Non-relapse Mortality (NRM)|Number of Participants with Adverse Events (AEs) and Adverse Reactions (ARs)|Number of Participants with Adverse Events (AEs) and Adverse Reactions (ARs) by Severity|Change from Baseline in Performance score based on Karnofsky scale (recipient age >= 16 years)|Change from Baseline in Performance score based on Lansky Scale|Change from Baseline in EuroQol-5D-5L (EQ-5D-5L): Health Status Index (HSI)|Change from Baseline in EuroQol-5D-5L (EQ-5D-5L): Visual Analogue Scale (VAS)|Change from Baseline in Functional Assessment of Cancer Therapy-Bone Marrow Transplantation (FACT-BMT) Score","medac GmbH","All","12 Years and older   (Child, Adult, Older Adult)","Phase 3","210","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MC-MSC.1/aGvHD","August 16, 2021","January 28, 2024","December 31, 2025","November 16, 2020",,"June 8, 2022","CHU de Grenoble Hopital Albert Michallon, Grenoble, France|CHRU Lille- Hopital Claude Huriez, Lille, France|CHU de Nice Hopital Archet 1, Nice, France|Centre Hospitalier Lyon Sud Pavillon Marcel Berard 1G, Pierre Benite Cedex, France|Rennes, Rennes, France|Centre Hospitalier Universitaire CHU de Toulouse, Toulouse, France|Hopitaux De Brabois, Vandoeuvre les Nancy, France|Klinikum rechts der Isar, Munich, Bavaria, Germany|Universitaetsklinikum Wuerzburg - Medizinische Klinik und Poliklinik II - Zentrum fuer Allogene Blutstammzelltransplantation, Würzburg, Bavaria, Germany|Klinikum der Johann Wolfgang Goethe-Universitaet - Frankfurt am Main, Frankfurt am Main, Hessen, Germany|Medizinische Hochschule Hannover, Hannover, Niedersachsen, Germany|Universitatsklinikum Muenster, Münster, Nordrhein-Westfalen, Germany|Universitaet Duisburg-Essen - Universitaetsklinikum Essen - Klinik fuer Knochenmarktransplantation (KMT), Essen, North Rhine-Westphalia, Germany|Uniklinik Koeln, Koeln, North Rhine-Westphalia, Germany|Universitatsklinikum Carl Gustav Carus Dresden, Dresden, Sachsen, Germany|Selbststandige Abteilung fur Hamatologie und Internistische Onkologie, Leipzig, Saxony, Germany|Universitaetsklinikum Jena, Jena, Thüringen, Germany|Universitatsklinikum Jena, Jena, Thüringen, Germany|Charit Universitaetsmedizin Berlin, Berlin, Germany|University Hospital Bonn, Medizinische Klinik III, Bonn, Germany|Universitaetsklinikum Essen, Essen, Germany|Klinikum der Johann Wolfgang Goethe, Frankfurt, Germany|Universitatklinikum Freiburg, Freiburg, Germany|University Medical Center Mainz, Mainz, Germany|UniversitÃ¤tsklinikum Mannheim, Mannheim, Germany|University Hospital Tuebingen Medical Center, Tuebingen, Germany|Department of Pediatric Hematology, Oncology and BMT, Wroclaw Medical University, Wrocław, Dolnoslaskie, Poland|Hospital Universitario Vall dHebron, Barcelona, Spain|Barcelona, Barcelona, Spain|Institut Catal dOncologia, Barcelona, Spain|Barcelona, Barcelona, Spain|Hospital Germans Trias i Pujol, Barcelona, Spain|Hospital Universitario Ramon y Cajal, Madrid, Spain|Hospital Puerta De Hierro, Madrid, Spain|Hospital Clinico Universitario de Valencia, Valencia, Spain|Center for Allogeneic Stem Cell Transplantation and Cell Therapy (CAST), Karolinska Universitetssjukhuset Huddinge, Huddinge, Sweden",,"https://ClinicalTrials.gov/show/NCT04629833"
92,"NCT05131412","Mesenchymal Stem Cells for the Treatment of Pneumonia Post Haematopoietic Stem Cell Transplantation","MSCTPHSCT","Completed","No Results Available","Pneumonia|Hematopoietic Stem Cell Transplantation",,"overall cure rate|time to cure","Guangzhou Women and Children's Medical Center","All","1 Year to 17 Years   (Child)",,"107","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","GWCMC_HJ_XY_001","August 8, 2018","January 1, 2021","October 31, 2021","November 23, 2021",,"December 3, 2021","Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT05131412"
93,"NCT02838069","A Study Evaluating the Efficacy of a Single Injection Autologous Adipose Derived Mesenchymal Stromal Cells in Patients With Knee Osteoarthritis","ADIPOA-2","Active, not recruiting","No Results Available","Osteoarthritis","Biological: Injection (2x106 ASC/5ml).|Biological: Injection (10x106 ASC/5ml).|Other: Placebo","Improvement of pain or physical function|Disability (WOMAC)|Disability (KOOS)|Disability (SAS)|Change in Quality of life|painkillers consumption|Structural changes (X-Ray)|Structural changes (MRI)","University Hospital, Montpellier|University Hospital, Toulouse|Assistance Publique - Hôpitaux de Paris|NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)|ISTITUTO ORTOPEDICO RIZZOLI (IOR)|Etablissement Français du Sang|Institut National de la Santé Et de la Recherche Médicale, France|ECRIN EUROPEAN CLINICAL RESEARCH INFRASTRUCTURE NETWORK (ECRIN)|HUMAN MED AG (HM)|Stichting Katholieke Universiteit|SPORTS SURGERY CLINIC LIMITED|UNIVERSITA DEGLI STUDI DI PADOVA (UNIPD)|EVANGELISCHES WALDKRANKENHAUS SPANDAU KRANKENHAUSBETRIEBS GGMBH (EWK)|PINTAIL LTD (PT)|Centre National de la Recherche Scientifique, France|UNIVERSITAET ULM (UULM)|Cambridge University Hospitals NHS Foundation Trust|Aries srl (ARIES)","All","45 Years to 75 Years   (Adult, Older Adult)","Phase 2","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","UF 9494","September 20, 2016","March 2023","March 2024","July 20, 2016",,"July 11, 2022","UH Montpellier, Montpellier, France",,"https://ClinicalTrials.gov/show/NCT02838069"
94,"NCT04466007","Safety and Efficacy of Allogeneic Adipose Tissue Mesenchymal Stem Cells in Diabetic Patients With Critical Limb Ischemia",,"Recruiting","No Results Available","Limb Ischemia|Diabetic Foot","Drug: High dose allogeneic mesenchymal stromal cells|Drug: Low dose allogeneic mesenchymal stromal cells|Drug: Placebos","Complication rate after treatment administration|Evaluation of vascularization though RMN|Rutherford-Becker scale|Wifi scale|Ankle arm index|Temperature|Twin perimeter|Neuropathic symptoms (altered sensitivity)|% amputations","Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz|Clinica Universidad de Navarra, Universidad de Navarra|Hospital Universitario La Paz|Gregorio Marañón Hospital|Hospital Clínico Universitario de Valladolid|Hospital Universitario Virgen de la Arrixaca|University of Salamanca|Hospital General Universitario de Alicante|Hospital Universitario La Fe|Hospital Victoria Eugenia Cruz Roja Española","All","40 Years to 90 Years   (Adult, Older Adult)","Phase 2","90","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","NOMA (No More Amputations)","January 11, 2021","September 2022","September 2022","July 10, 2020",,"August 30, 2022","Hospital General de Alicante, Alicante, Spain|Hospital Gregorio Marañon, Madrid, Spain|Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain|La Paz University Hospital, Madrid, Spain|Hospital Clinico Universitario Virgen de la Arrixaca, Murcia, Spain|Clinica Universidad de Navarra, Pamplona, Spain|Hospital Universitario de Salamanca, Salamanca, Spain|Hospital Victoria Eugenia Cruz Roja Española, Sevilla, Spain|Hospital Universitario La Fe, Valencia, Spain|Hospital de Valladolid, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT04466007"
95,"NCT02033525","Mesenchymal Stromal Cells for Degenerative Meniscus Injury",,"Completed","No Results Available","Chronic Meniscal Injury","Drug: XCEL-M-ALPHA and standard rehabilitation|Other: Rehabilitation","VAS for pain|Safety|Efficacy by MRI|Efficacy by clinical questionnaires","Banc de Sang i Teixits|Hospital Universitari Quirón Dexeus|Ministerio de Sanidad, Servicios Sociales e Igualdad","All","40 Years to 60 Years   (Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","XCEL-MEN-01|2011-006270-13","January 31, 2014","May 2, 2017","May 2, 2017","January 10, 2014",,"January 9, 2018","ICATME-Hospital Quiron Dexeus, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02033525"
96,"NCT03015623","A Study of Cell Therapy for Subjects With Acute Kidney Injury Who Are Receiving Continuous Renal Replacement Therapy",,"Active, not recruiting","No Results Available","Acute Kidney Injury","Biological: SBI-101|Device: Sham","Safety and tolerability as measured by incidence of IP-related serious adverse events","Sentien Biotechnologies, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","24","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","SBI-101-01","June 20, 2017","December 2021","December 2021","January 10, 2017",,"March 16, 2021","Lehigh Valley Hospital, Allentown, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03015623"
97,"NCT04918706","Allogeneic MSC Treatment for Pulmonary Emphysema",,"Recruiting","No Results Available","Pulmonary Emphysema|Mesenchymal Stromal Cells","Genetic: Allogeneic MSC|Drug: Placebo","Difference in expression of CD31|The difference between MSC and placebo treatment in change in CO diffusion capacity|The differences in expression of Surfactant Protein-C expression by alveolar type II cells in lung tissue obtained from study patients treated with placebo or MSC.|The difference in immunostaining of various leukocytes in resected lung tissue, including T lymphocytes, B lymphocytes, macrophages and neutrophils obtained from study patients treated with placebo or MSC.|The difference in shear stress responses, expressed as % elongation of 100 cells, of isolated pMVECs ex vivo obtained from study patients treated with placebo or MSC.|The difference in endothelial microparticles concentration and concentration of immunological markers in blood samples from study patients treated with placebo or MSC.|The correlation between arterial pO2 or gas transfer value TLCO (measured as standard of care) and the outcome of the primary objective of the study for patients treated with MSC or placebo.","Leiden University Medical Center|Erasmus Medical Center|Amsterdam UMC, location VUmc","All","45 Years to 65 Years   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HEP study","June 25, 2019","September 1, 2021","June 1, 2022","June 9, 2021",,"June 9, 2021","Department of Pulmonology, Leiden University Medical Center, Leiden, Netherlands",,"https://ClinicalTrials.gov/show/NCT04918706"
98,"NCT04445220","A Study of Cell Therapy in COVID-19 Subjects With Acute Kidney Injury Who Are Receiving Renal Replacement Therapy",,"Active, not recruiting","No Results Available","COVID-19|Acute Kidney Injury|Sepsis","Biological: SBI-101","Safety and tolerability as measured by incidence of IP-related serious adverse events","Sentien Biotechnologies, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","22","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","SBI-101-02","November 19, 2020","March 2022","September 2022","June 24, 2020",,"January 14, 2022","University of New Mexico School of Medicine, Albuquerque, New Mexico, United States|Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04445220"
99,"NCT04294290","Open Label Phase I hCT-MSC in Toddlers With Autism Spectrum Disorder","TACT","Active, not recruiting","No Results Available","Autism Spectrum Disorder","Biological: hCT-MSC infusion","Safety of hCT-MSC infusion as measured by incidence of infusion reactions|Safety of hCT-MSC infusion as measured by severity of infusion reactions|Safety of hCT-MSC infusion as measured by incidence of product-related infections|Safety of hCT-MSC infusion as measured by severity of product-related infections|Safety of hCT-MSC infusion as measured by evidence of alloimmunization via anit-HLA antibodies|Safety of hCT-MSC infusion as measured by incidence of graft vs. host disease|Safety of hCT-MSC infusion as measured by severity of graft vs. host disease|Safety of hCT-MSC infusion as measured by incidence of unexpected adverse events|Safety of hCT-MSC infusion as measured by severity of unexpected adverse events|Change in PDD Behavior Inventory Autism Composite Score (PDDBI)|Change in mean of the Socialization Subscale and Communication Subscale standard scores on the Vineland Adaptive Behavior Scales (VABS-3)|Change in Clinical Global Impression Scale (CGI)|Change in Communicative Development Inventories (CDI-2)|Change in attention abilities as assess via eye-tracking|Change in brain activity as measured by EEG","Duke University|The Marcus Foundation","All","18 Months to 48 Months   (Child)","Phase 1","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00104460","February 24, 2021","December 1, 2022","December 1, 2022","March 4, 2020",,"January 20, 2022","Duke University Medical Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04294290"
100,"NCT04210440","The Treatment of Initial Stage of Hip Osteonecrosis: the Core Decompression","NEC15","Completed","No Results Available","Hip Necrosis|Hip Injuries","Procedure: Core decompression procedure","Avoiding arthroplasty|Harris Hip Score","Dante Dallari, MD|Istituto Ortopedico Rizzoli","All","18 Years to 50 Years   (Adult)","Not Applicable","52","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0029170","March 1, 2003","March 1, 2011","March 1, 2012","December 24, 2019",,"December 24, 2019","Istituto Ortopedico Rizzli, Bologna, Italy",,"https://ClinicalTrials.gov/show/NCT04210440"
101,"NCT05333029","Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for GVHD",,"Not yet recruiting","No Results Available","Graft Versus Host Disease","Biological: Allogeneic mesenchymal stromal cells (MSCs)|Biological: Extracorporeal photopheresis (ECP)","Percent of participants with response to therapy|aGVHD severity per Blood and Marrow Transplant Clinical Trials Network Manual of Operations (BMT MOP).|aGVHD incidence|Safety as measured by number of adverse events attributed to MSC and ECP therapy|Safety as measured by severity of adverse events attributed to MSC and ECP therapy|Number of participants with non-relapse mortality (NRM)|Number of participants with relapse-related mortality|Average time to relapse|Chronic GVHD incidence|Overall Survival (OS)|Steroid dose decrease|Steroid discontinuation rate|Change in FACT-BMT (Functional Assesment of Cancer Therapy-Bone Marrow Transplant) survey score|Percent regulatory T cells (% Tregs)|CD4:CD8 ratio","Molly Gallogly|Case Comprehensive Cancer Center","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CASE1Z20","October 2022","June 2023","December 2023","April 18, 2022",,"July 26, 2022","University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT05333029"
102,"NCT03298763","Targeted Stem Cells Expressing TRAIL as a Therapy for Lung Cancer","TACTICAL","Recruiting","No Results Available","Adenocarcinoma of Lung","Genetic: MSCTRAIL|Drug: Placebo","Determination of recommended Phase II dose (RP2D) of MSCTRAIL in combination of cisplatin and pemetrexed treatment (Phase 1)|Tumour response rate (Phase 2)|Frequency of adverse events (Phase 1 & 2)|Best Overall response (Phase 1&2)|Progression free survival (Phase 1 & 2)|Overall survival (Phase 2)","University College, London","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","46","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","UCL/14/0453","March 5, 2019","September 1, 2023","September 1, 2025","October 2, 2017",,"April 28, 2021","University College London Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03298763"
103,"NCT03473301","A Study of UCB and MSCs in Children With CP: ACCeNT-CP","ACCeNT-CP","Completed","Has Results","Cerebral Palsy","Biological: Infusion of allogeneic umbilical cord blood|Biological: Infusion of MSCs","Change in Gross Motor Function Measure (GMFM-66) in Excess of Expected Change|Number of Adverse Events","Joanne Kurtzberg, MD|The Marcus Foundation|Duke University","All","24 Months to 60 Months   (Child)","Phase 1|Phase 2","91","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","Pro00089362","April 10, 2018","February 26, 2020","May 31, 2021","March 22, 2018","February 17, 2021","August 19, 2021","Duke University Medical Center, Durham, North Carolina, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/01/NCT03473301/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03473301"
104,"NCT04484077","hCT-MSC Infusion in Adults With Autism Spectrum Disorder","AIMs","Recruiting","No Results Available","Autism Spectrum Disorder|Autism","Biological: hCT-MSC","Incidence of infusion reactions|Incidence of product-related infections|Evidence of formation of anti-HLA antibodies|Incidence of graft vs. host disease|Incidence of unexpected adverse events, by severity and relation to study|The Vineland Adaptive Behavior Scale Interview, 3rd Edition, Comprehensive interview form|Social Responsiveness Scale, Second Edition (SRS-2)|Social Withdrawal Subscale of the Aberrant Behavior Checklist, Community Edition (ABC-C)|Pediatric Quality of Life Inventory General Core Scales|Pediatric Quality of Life Inventory Family Impact Measure|Pediatric Quality of Life Inventory General Core Scales - Adult Version","Joanne Kurtzberg, MD|The Marcus Foundation|Duke University","All","18 Years to 34 Years   (Adult)","Phase 1","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PRO00104691","January 24, 2022","March 2023","June 2023","July 23, 2020",,"September 6, 2022","Duke University Medical Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04484077"
105,"NCT03635450","Study of hCT-MSC in Newborn Infants With Moderate or Severe HIE",,"Completed","No Results Available","Moderate to Severe Hypoxic-ischemic Encephalopathy","Biological: Infusion of hCT-MSC","Incidence of infusion reactions|Incidence of Infections post-infusion|Survival|Neurodevelopmental Assessments","Joanne Kurtzberg, MD|Duke Clinical and Translational Science Institute (CTSI), part of the NIH Clinical and Translational Science Awards (CTSA)|Duke University","All","0 Hours to 48 Hours   (Child)","Phase 1","6","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00100253","December 27, 2018","July 28, 2019","December 28, 2020","August 17, 2018",,"March 22, 2021","Duke University, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT03635450"
106,"NCT05008588","Combination of Conditioned Medium and Umbilical Cord-Mesenchymal Stem Cells Therapy for Sub-Acute Stroke Infarct",,"Not yet recruiting","No Results Available","Ischemic Stroke","Biological: Conditioned Medium|Biological: Umbilical Cord Mesenchymal Stem Cells|Procedure: Neurologic and Neutrophic Drugs","Change from baseline Brain-Derived Neutrophic Factor at one month, 3 months and 6 months after transplantation|Change from baseline Vascular endothelial growth factor at one month, 3 months and 6 months after transplantation|Change baseline Magnetic Resonance Imaging at 6 month after transplantation|The National Institute of Health Stroke Scale (NIHSS) Scoring|modified Rankin Scale (mRS)","PT. Prodia Stem Cell Indonesia","All","60 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","15","Industry","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CT/STROKE/PSI/2021","September 2021","December 2021","January 2022","August 17, 2021",,"August 17, 2021","Gatot Soebroto Hospital, Jakarta Pusat, DKI Jakarta, Indonesia|PT Prodia StemCell Indonesia, Jakarta, Indonesia",,"https://ClinicalTrials.gov/show/NCT05008588"
