,Locations,count,enrolled
308,"University of Alabama at Birmingham, Birmingham, Alabama, United States | Arizona Cancer Center, Tucson, Arizona, United States | City of Hope, Duarte, California, United States | Univeristy of California San Francisco, San Francisco, California, United States | Yale New Haven Hospital, New Haven, Connecticut, United States | University of Miami, Miami, Florida, United States | All Children's Hospital, Saint Petersburg, Florida, United States | Emory University, Atlanta, Georgia, United States | Northside Hospital, Atlanta, Georgia, United States | Northwestern Center for Clinical Research, Chicago, Illinois, United States | Rush University Medical Center, Chicago, Illinois, United States | University of Illinois - Chicago, Chicago, Illinois, United States | Indiana Blood and Bone Marrow Transplant Center, Beech Grove, Indiana, United States | Univeristy of Iowa Hospitals and Clinics, Iowa City, Iowa, United States | University of Kansas Medical Center, Kansas City, Kansas, United States | University of Louisville, Louisville, Kentucky, United States | Louisiana State University, Shreveport, Louisiana, United States | University of Maryland/Greenbaum, Baltimore, Maryland, United States | Tufts-New England Medical Center, Boston, Massachusetts, United States | Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States | Dana-Farber Cancer Institute, Boston, Massachusetts, United States | Karmanos/Wayne State University, Detroit, Michigan, United States | Mayo Clinic Rochester, Rochester, Minnesota, United States | Univeristy of Mississippi Medical Center, Jackson, Mississippi, United States | University of Nebraska, Omaha, Nebraska, United States | Hackensack University Medical Center, Hackensack, New Jersey, United States | Roswell Park, Buffalo, New York, United States | New York Presbyterian Hospital, New York, New York, United States | Mount Sinai Medical Center, New York, New York, United States | Columbia University/New York Presbyterian Hospital, New York, New York, United States | University of Rochester, Rochester, New York, United States | New York Medical College, Valhalla, New York, United States | Duke University, Durham, North Carolina, United States | Wake Forest Univeristy School of Medicine, Winston-Salem, North Carolina, United States | Oregon Health and Science University, Portland, Oregon, United States | Penn State Hershey Medical Center, Hershey, Pennsylvania, United States | Western Pennsylvania Cancer Institute, Pittsburgh, Pennsylvania, United States | Medical University of South Carolina, Charleston, South Carolina, United States | Texas Cancer Center at Medical City, Dallas, Texas, United States | Baylor University, Dallas, Texas, United States | Univeristy of Texas Southwestern Medical Center, Dallas, Texas, United States | MD Anderson Cancer Center, Houston, Texas, United States | Texas Research Center, San Antonio, Texas, United States | Virginia Commonwealth/Massey Cancer Center, Richmond, Virginia, United States | Fred Hutchinson Cancer Research Center, Seattle, Washington, United States | University of Wisconsin Madison, Madison, Wisconsin, United States | Medical College of Wisconsin, Milwaukee, Wisconsin, United States | Royal Brisbane Hospital, Herston, Queensland, Australia | Royal Melbourne Hospital, Parkville, Victoria, Australia | Royal Perth Hospital, Perth, Western Australia, Australia | Co-Medica Research Network, Calgary, Alberta, Canada | British Columbia's Children's Hospital, Vancouver, British Columbia, Canada | Cancer Care Manitoba, Winnipeg, Manitoba, Canada | Queen Elizabeth II Health Sciences Centre, Halifax, Nova Scotia, Canada | Hamilton Health Sciences Centre, Hamilton, Ontario, Canada | London Health Sciences Centre- Westminster Campus, London, Ontario, Canada | Ottawa Hospital, Ottawa, Ontario, Canada | Toronto General Hospital, Toronto, Ontario, Canada | Princess Margaret Hospital, Toronto, Ontario, Canada | Maisonneuve-Rosemont Hospital, Montreal, Quebec, Canada | Hopital Enfant-Jesus, Quebec, PU, Canada | Hopital du Saint-Sacrement, Quebec, England, Canada | Universia degli Studi di Pesaro, Pesaro, Oxford, Italy | IRCCS Policlinico San Matteo, Pavia, UK, Italy | Kantonsspital Basel, Basel, UK, Switzerland | Barts & London School of Medicine, London, UK, United Kingdom | John Radcliffe Hospital, Headington, United Kingdom | Bristol Royal Hospital for Children, Bristol, United Kingdom | Glasgow Royal Infirmary, Glasgow, United Kingdom | Leeds General Infirmary, Leeds, United Kingdom",1,260
309,"St. Francis Hospital, Indianapolis, Indiana, United States | Kansas City Cancer Centers - BMT, Kansas City, Missouri, United States | The Cancer Center at Hackensack University, Hackensack, New Jersey, United States | Roswell Park Cancer Institute, Buffalo, New York, United States | Mt. Sinai Hospital, New York, New York, United States | University of Rochester, Rochester, New York, United States | New York Medical College, Valhalla, New York, United States | MD Anderson Cancer Center, Houston, Texas, United States | Medical College of Wisconsin, FEC, Milwaukee, Wisconsin, United States",1,32
310,"Ankara University Biotechnology Institute, Ankara, Türkiye, Turkey | Umut Arslan, Ankara, Türkiye, Turkey",1,32
311,"McConnell Spine, Sport, and Joint Physicians, Columbus, Ohio, United States",1,32
312,"Chungbuk National University Hospital, Cheongju-si, Korea, Republic of | Yeungnam University Hospital, Daegu, Korea, Republic of | Keimyung University Dongsan Medical Center, Daegu, Korea, Republic of | Chonbuk National University Hospital, Jeonju, Korea, Republic of | Gyeongsang National University Hospital, Jinju-si, Korea, Republic of | Kyunghee University Medical Center, Seoul, Korea, Republic of | Seoul National University Hospital, Seoul, Korea, Republic of | Yonsei University Health System, Seoul, Korea, Republic of | KyungHee University Gangdong Hospital, Seoul, Korea, Republic of | Gangnam Severance Hospital, Seoul, Korea, Republic of | Samsung Medical Center, Seoul, Korea, Republic of | Seoul St. Mary's Hospital, Seoul, Korea, Republic of | Chunang University Hospital, Seoul, Korea, Republic of",1,260
313,"Stemform, Copenhagen, Søborg, Denmark",1,32
314,"Academic Medical Center, Amsterdam, Netherlands",1,32
315,"University Hospital Virgen Macarena, Seville, Spain | CABIMER (Andalusian Center for Molecular Biology and Regenerative Medicine), Seville, Spain",1,33
316,"Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences, Tianjin, Tianjin, China",1,182
317,"Obstetrics and Gynecology Hospital of Fudan University, Shanghai, Shanghai, China | Children's Hospital of Fudan University, Shanghai, Shanghai, China | Shanghai First Maternity and Infant Hospital, Shanghai, Shanghai, China",1,180
318,"the First Affiliated Hospital of Zhejiang University-IRB, Hangzhou, Zhejiang, China",1,50
319,"Dankook University Hospital, Cheonan, Chung Nam, Korea, Republic of",1,84
320,"First Affiliated Hospital of the Third Military University, PLA (Southwest Hospital), Chongqing, Chongqing, China | Nanjing Chest Hosptial, Nanjing, Jiangsu, China",1,80
321,"Yonsei University Wonju College of Medicine, Wonju Christian Hospital, Wonju, Gangwon-do, Korea, Republic of | Inha University Hospital, Inchon, Korea, Republic of | Yonsei Cardiovascular Center and Cardiovascular Research Institute, Yonsei University College of Medicine, Seoul, Korea, Republic of",1,80
322,"Shanghai Tenth People's Hospital, Tongji University, Shanghai, Shanghai, China",1,120
323,"Cedars-Sinai Medical Center, Los Angeles, California, United States | University of California - San Diego, San Diego, California, United States | Emory University, Atlanta, Georgia, United States | Northwestern University, Chicago, Illinois, United States | The Feinstein Institute for Medical Research, Manhasset, New York, United States | University of Rochester Medical Center, Rochester, New York, United States | University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States | Oklahoma Medical Research Foundation, Oklahoma City, Oklahoma, United States | Medical University of South Carolina, Charleston, South Carolina, United States",1,81
324,"St Vincents Hospital, Sydney, New South Wales, Australia | The Prince Charles Hospital, Brisbane, Queensland, Australia | Royal Adelaide Hospital, Adelaide, South Australia, Australia | The Alfred Hospital, Melbourne, Victoria, Australia | Fiona Stanley Hospital, Murdoch, Western Australia, Australia",1,82
325,"Indiana BMT, Beech Grove, Indiana, United States | Dana Farber Cancer Institute, Boston, Massachusetts, United States | Memorial Sloan Kettering Cancer Center, New York, New York, United States",1,0
326,"Investigative site 01, Brussels, Belgium | Investigative site 02, Liege, Belgium",1,82
327,"Department of Infectious Diseases, The Third Affliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China",1,120
328,"Shaanxi Provincial People's Hospital, Xi Ail, Shaanxi, China",1,82
329,"Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, Guangdong, China",1,84
330,"Christian von Buchwald, MD, DMSc, Professor, Copenhagen, Denmark",1,120
331,"Helen Keller Hospital, Sheffield, Alabama, United States | St. Joseph Hospital Heritage, Fullerton, California, United States | Donald Guthrie Foundation/ Robert Packer Hospital, Sayre, Pennsylvania, United States | Covenant Health, Lubbock, Texas, United States | PRX Research, Mesquite, Texas, United States",1,120
332,"Union Hospital,Fujian Medical University, Fuzhou, Fujian, China",1,120
333,"University hospital of Henri Mondor, Créteil, France | University hospital of Grenoble, Grenoble, France | University hospital of Lille, Lille, France | University hospital of Nantes, Nantes, France | University hospital of Pitié-Salpêtrière, Paris, France | Cardiology Department of Rangueil Hospital - Rangueil Hospital, Toulouse, France",1,90
334,"Hospital General de Alicante, Alicante, Spain | Hospital Gregorio Marañon, Madrid, Spain | Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain | La Paz University Hospital, Madrid, Spain | Hospital Clinico Universitario Virgen de la Arrixaca, Murcia, Spain | Clinica Universidad de Navarra, Pamplona, Spain | Hospital Universitario de Salamanca, Salamanca, Spain | Hospital Victoria Eugenia Cruz Roja Española, Sevilla, Spain | Hospital Universitario La Fe, Valencia, Spain | Hospital de Valladolid, Valladolid, Spain",1,90
335,"Navy General Hospital, Beijing, Beijing, China",1,90
336,"Centro Terapia e Tecnologia Celular, Porto Alegre, Rio Grande do Sul, Brazil",1,90
337,"Kangwon National University Hospital, Chuncheon, Korea, Republic of | Chungnam National University Hospital, Chungnam, Korea, Republic of | Chonnam National University Hospital, Gwangju, Korea, Republic of | Yongin Severance Hospital, Gyeonggi-do, Korea, Republic of | Gachon University Gil Medical Center, Incheon, Korea, Republic of | Inha University Hospital, Incheon, Korea, Republic of | Catholic University of Korea, Seoul ST. Mary's Hospital., Seoul, Korea, Republic of | Korea University Medicine, Seoul, Korea, Republic of | Severance Hospital, Yonsei University College of Medicine, Seoul, Korea, Republic of | Wonju Severance Christian Hospital, Wŏnju, Korea, Republic of",1,90
338,"Department of Surgical Disciplines, All India Institute of Medical Sciences, New Delhi, Delhi, India | Division of Peripheral Vascular and Endovascular Sciences, Medanta - The Medicity, Gurgaon, Haryana, India | Department of Vascular and Endovascular Surgery, M. S. Ramaiah Medical College and Hospitals, Bangalore, Karnataka, India | Peripheral Vascular Surgery, Sri Jayadeva Institute of Cardiovascular Sciences & Research, Bangalore, Karnataka, India | Department of Surgery, KMC, Mangalore, Mangalore, Karnataka, India | Department of Vascular Surgery, Madras Medical College, Chennai, Tamil Nadu, India | Department of Vascular Surgery, Sri Ramchandra Medical College, Chennai, Tamil Nadu, India | Department of Vascular Surgery, Stanley Medical College, Chennai, Tamil Nadu, India | Department of Vascular Surgery, AMRI Hospital, Kolkata, West Bengal, India | Nightingale Hospital, Kolkata, West Bengal, India",1,90
339,"Phoenix Children's Hospital, Phoenix, Arizona, United States | Children's Hospital of Orange County, Orange, California, United States | UCSF, San Francisco, California, United States | Children's National, Washington, District of Columbia, United States | Nemours Children's Clinic, Jacksonville, Florida, United States | University of Miami, Miami, Florida, United States | Childrens Memorial, Chicago, Illinois, United States | James Witcomb Riley Hosptial for Children, Indianapolis, Indiana, United States | LSU Health Science Center/Children's Hospital, New Orleans, Louisiana, United States | Wayne State University/Childrens' Hospital, Detroit, Michigan, United States | Children's Mercy Hospital, Kansas City, Missouri, United States | Washington University School of Medicine, Saint Louis, Missouri, United States | Hackensack University Medical Center, Hackensack, New Jersey, United States | Columbia Medical Center, New York, New York, United States | Memorial Sloan-Kettering Cancer Center, New York, New York, United States | Levine Children's Hospital, Charlotte, North Carolina, United States | Duke University Medical Center, Durham, North Carolina, United States | Doernbecher Children's Hospital (OHSU), Portland, Oregon, United States | Medical University of South Carolina, Charleston, South Carolina, United States | Vanderbilt Children's Hospital, Nashville, Tennessee, United States | Texas Childrens Hospital, Houston, Texas, United States | Methodist Childrens Hospital of South Texas, San Antonio, Texas, United States | Massey Cancer Center, Richmond, Virginia, United States | Medical College of Wisconsin, Milwaukee, Wisconsin, United States | Alberta Children's Hospital, Calgary, Alberta, Canada | Montreal Children's Hospital, Montreal, Quebec, Canada | CHU Sainte-Justine, Montreal, Quebec, Canada",1,0
340,"Cairo University School of Medicine, Cairo, Egypt",1,80
341,"Endocrine Department, the south west Hospital of the Third Military Medical University, Chongqing, Chongqing, China",1,80
342,"Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain | Parc de Salut Mar, Barcelona, Spain | Hospital de la Santa Creu i Sant Pau, Barcelona, Spain | Institut Universitari Dexeus (ICATME), Barcelona, Spain | Hospital Vall d'Hebron, Barcelona, Spain",1,69
343,"Pharmicell Co., Ltd., Seoul, Korea, Republic of",1,72
344,"Erciyes University, Faculty of Medicine, Kayseri, Turkey",1,135
345,"Peking University Insititute of Hematology, Peking University People's Hospital, Beijing, Beijing, China",1,130
346,"Miami VA Healthcare System, Miami, Florida, United States | University of Maryland Medical Center, Baltimore, Maryland, United States | Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States",1,70
347,"Xin Du, Guangzhou, Guangdong, China",1,130
348,"Belfast Health and Social Care Trust, Royal Hospitals, Belfast, Northern Ireland, United Kingdom",1,129
349,"Hospital General Universitario Gregorio Marañón, Madrid, Spain | Hospital Clinico Universitario de Valladolid, Valladolid, Spain",1,70
350,"Universidad de Chile Clinical Hospital, Santiago, Independencia, Chile",1,70
351,"Keimyung University Dongsan Medical Center, Daegu, Korea, Republic of | KyungHee University Gangdong Hospital, Seoul, Korea, Republic of | Gangnam Severance Hospital, Seoul, Korea, Republic of | The Catholic University of Korea, Seoul ST. Mary's Hospital, Seoul, Korea, Republic of",1,129
352,"Stanford University School of Medicine (Falk Cardiovascular Research Center), Stanford, California, United States | University of Florida-Department of Medicine, Gainesville, Florida, United States | University of Miami-Interdisciplinary Stem Cell Institute, Miami, Florida, United States | Indiana Center for Vascular Biology and Medicine, Indianapolis, Indiana, United States | University of Louisville, Louisville, Kentucky, United States | Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, United States | Texas Heart Institute, Houston, Texas, United States",1,125
353,"Pantai Cheras Medical Centre, Kuala Lumpur, Federal territory, Malaysia | Serdang Hospital, Kuala Lumpur, Selangor, Malaysia | KPJ Ampang Puteri Specialist Hospital, Kuala Lumpur, Selangor, Malaysia | Selayang Hospital, Kuala Lumpur, Selangor, Malaysia",1,72
354,"UKM Medical Centre, Cheras, Kuala Lumpur, Malaysia",1,80
355,"Beijing 302 Hospital, Beijing, Beijing, China | Xinjiang Hospital of Infectious Diseases, Urumqi, Xinjiang, China | the Yunnan Hospital of Infectious Diseases, Kunming, Yunnan, China",1,72
356,"University of California, San Francisco, San Francisco, California, United States | Clinical Research of West Florida, Clearwater, Florida, United States | Shafran Gastroenterology Center, Winter Park, Florida, United States | University of Chicago, Chicago, Illinois, United States | Cotton-O'Neil Clinical Research Center, Topeka, Kansas, United States | University of Maryland, Baltimore, Baltimore, Maryland, United States | Chevy Chase Clinical Research, Chevy Chase, Maryland, United States | Saint Louis Center for Clinical Research, Saint Louis, Missouri, United States | St. Louis Center for Clinical Studies, Saint Louis, Missouri, United States | Dartmouth HItchcock Medical Center, Lebanon, New Hampshire, United States | Weill Cornell Medical College, New York, New York, United States | Mount Sinai School of Medicine, New York, New York, United States | Gastroenterology Center of the Midsouth, PC, Germantown, Tennessee, United States | Vanderbilt University Medical Center, Nashville, Tennessee, United States | Baylor University Medical Center, Dallas, Texas, United States | McGuire Research Institute, Richmond, Virginia, United States | Royal Adelaide Hospital, Adelaide, South Australia, Australia | Royal Melbourne Hospital, Melbourne, Victoria, Australia | University of Otago, Christchurch, New Zealand | Waikato Hospital, Hamilton, New Zealand",1,73
357,"Mattabhorn Phornputkul, Chiang Mai, Thailand",1,75
358,"Navy General Hospital, Beijing, Beijing, China | Navy General Hospital, Beijing, China",1,120
359,"UNM Hospital, Albuquerque, New Mexico, United States",1,75
360,"Southwest Hospital, Army Medical University (Third Military Medical University), Chongqing, Chongqing, China",1,76
361,"Indonesian National Brain Center, Jakarta, Indonesia",1,78
362,"Hospital Clínico Lozano Blesa, Zaragoza, Aragón, Spain | Hospital Clínico Universitario, Salamanca, Castilla-Leon, Spain | Hospital General Universitario, Valencia, Comunidad Valenciana, Spain | Hospital Universitario La Paz, Madrid, Spain | Clínica Universitaria de Navarra, Pamplona, Spain",1,80
363,"Klinički Bolnički Centar Sestre Milosrdnice, Zagreb, Croatia",1,80
364,"University of California Davis Medical Center, Sacramento, California, United States | Zuckerberg San Francisco General Hospital and Trauma Center, San Francisco, California, United States | University of California San Francisco, San Francisco, California, United States | Oregon Health & Science University, Portland, Oregon, United States | Vanderbilt University Medical Center, Nashville, Tennessee, United States | Memorial Hermann Hospital - Texas Medical Center, Houston, Texas, United States | Harborview Medical Center, Seattle, Washington, United States",1,120
365,"Minsk Scientific-Practical Center for Surgery, Transplantation and Hematology, Minsk, Belarus",1,90
366,"Hospital Vera Cruz, Campinas, São Paulo, Brazil | Hospital de Barueri, São Paulo, Brazil | IncCOR, São Paulo, Brazil | UNIFESP, São Paulo, Brazil",1,90
367,"Kyunghee University Medical Center, Seoul, Dongdaemun-gu, Korea, Republic of | Gangnam Severance Hospital, Seoul, Gangnam-gu, Korea, Republic of | Samsung Medical Center, Seoul, Gangnam-gu, Korea, Republic of | Korea University Guro Hospital, Seoul, Guro-gu, Korea, Republic of | Chungnam National University Hospital, Daejeon, Jung-gu, Korea, Republic of | Inha University Hospital, Incheon, Jung-gu, Korea, Republic of",1,102
368,"The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China",1,100
369,"Laboratory for Cell Research and Application, Medical University of Warsaw, Warsaw, Poland | Melitus sp. z o.o., Warsaw, Poland | Timeless Chirurgia Plastyczna Sp. z o. o., Warsaw, Poland",1,100
370,"Arizona Pain Specialists, Scottsdale, Arizona, United States | UC Davis Spine Center, Sacramento, California, United States | The Spine Institute, Santa Monica, California, United States | IPM Medical Group, Inc., Walnut Creek, California, United States | Denver Spine, Denver, Colorado, United States | Rocky Mountain Associates in Orthopedic Medicine, P.C., Loveland, Colorado, United States | Emory University School of Medicine, Atlanta, Georgia, United States | Carolina Neurosurgery and Spine Associates, Charlotte, North Carolina, United States | Central Texas Spine Institute, Austin, Texas, United States | Richmond Bone and Joint Clinic, Memorial Hermann Medical Group, Richmond, Texas, United States | Virginia Spine Research Institute, Inc., Richmond, Virginia, United States | Washington Center for Pain Management, Edmonds, Washington, United States | The Center for Pain Relief, Inc., Charleston, West Virginia, United States | Monash Medical Center, Clayton, Victoria, Australia",1,100
371,"Pak Emirates Military Hospital, Rawalpindi, Punjab, Pakistan",1,600
372,"Mesoblast Investigational Site 10757 - Cardiology, P.C., Birmingham, Alabama, United States | Mesoblast Investigational Site 13262 - University of Alabama at Birmingham Hospital, Birmingham, Alabama, United States | Mesoblast Investigational Site 10779 - Mercy Gilbert Medical Center, Gilbert, Arizona, United States | Mesoblast Investigational Site 10786 - Cardiovascular Associates of Mesa, Mesa, Arizona, United States | Mesoblast Investigational Site 10756 - Mayo Clinic, Phoenix, Arizona, United States | Mesoblast Investigational Site 13023 - University of Arizona Medical Center, Tucson, Arizona, United States | Mesoblast Investigational Site 10754 - University of California, San Diego, La Jolla, California, United States | Mesoblast Investigational Site 10759 - Scripps Clinic, La Jolla, California, United States | Mesoblast Investigational Site 13265 - University of California, Los Angeles, Los Angeles, California, United States | Mesoblast Investigational Site 10775 - Cedars-Sinai Medical Care Foundation, Los Angeles, California, United States | Mesoblast Investigational Site 10778 - Orange County Cardiology, Orange, California, United States | Mesoblast Investigational Site 13031 - St. John's Regional Medical Center, Oxnard, California, United States | Mesoblast Investigational Site 13275 - Stanford University Hospital, Stanford, California, United States | Mesoblast Investigational Site 13267 - Bethesda Heart Hospital, Boynton Beach, Florida, United States | Mesoblast Investigational Site 10780 - Morton Plant Hospital, Clearwater, Florida, United States | Mesoblast Investigational Site 10760 - Shands Hospital, University of Florida, Gainesville, Florida, United States | Mesoblast Investigational Site 13273 - University of Florida Health, Jacksonville, Florida, United States | Mesoblast Investigational Site 10768 - University of Miami, Miami, Florida, United States | Mesoblast Investigational Site 13280, Orlando, Florida, United States | Mesoblast Investigational Site 13264 - Florida Hospital Pepin Heart Institute, Tampa, Florida, United States | Mesoblast Investigational Site 13027 - Emory University School of Medicine, Atlanta, Georgia, United States | Mesoblast Investigational Site 10765 - Georgia Regents University, Augusta, Georgia, United States | Mesoblast Investigational Site 10772 - University Cardiologist, Rush University Medical Center, Chicago, Illinois, United States | Mesoblast Investigational Site 13030 - University of Iowa, Iowa City, Iowa, United States | Mesoblast Investigational Site 10783 - Gill Heart Institute, University of Kentucky, Lexington, Kentucky, United States | Mesoblast Investigational Site 13022 - University of Louisville, Louisville, Kentucky, United States | Mesoblast Investigational Site 13266, New Orleans, Louisiana, United States | Mesoblast Investigational Site 10782, Boston, Massachusetts, United States | Mesoblast Investigational Site 10766 - Michigan Cardiovascular Institute, Saginaw, Michigan, United States | Mesoblast Investigational Site 10762 - Minneapolis Heart Institute, Minneapolis, Minnesota, United States | Mesoblast Investigational Site 10761 - Mayo Clinic, Rochester, Minnesota, United States | Mesoblast Investigational Site 13281, Las Vegas, Nevada, United States | Mesoblast Investigational Site 13263 - RWJ Barnabas Heart Center, Newark, New Jersey, United States | Mesoblast Investigational Site 10776 - Columbia University Medical Center, New York, New York, United States | Mesoblast Investigational Site 13026 - Sanger Heart and Vascular Institute, Carolinas Healthcare System, Charlotte, North Carolina, United States | Mesoblast Investigational Site 10781 - Duke University, Durham, North Carolina, United States | Mesoblast Investigational Site 10758 - The Christ Hospital, Cincinnati, Ohio, United States | Mesoblast Investigational Site 10770 - University of Cincinnati, Cincinnati, Ohio, United States | Mesoblast Investigational Site 10773, Cleveland, Ohio, United States | Mesoblast Investigational Site 13278 - OhioHealth Research Institute, Columbus, Ohio, United States | Mesoblast Investigational Site 10785 - Lehigh Valley Hospital, Allentown, Pennsylvania, United States | Mesoblast Investigational Site 13261 - University of Pennsylvania, Philadelphia, Pennsylvania, United States | Mesoblast Investigational Site 10767 - Temple University Hospital, Philadelphia, Pennsylvania, United States | Mesoblast Investigational Site 13277, Philadelphia, Pennsylvania, United States | Mesoblast Investigational Site 10774 - University of Pittsburgh, Pittsburgh, Pennsylvania, United States | Mesoblast Investigational Site 10777 - Stern Cardiovascular Foundation, Germantown, Tennessee, United States | Mesoblast Investigational Site 13024 - Austin Heart, PLLC, Austin, Texas, United States | Mesoblast Investigational Site 13274 - Soltero CV Research Center, Baylor Scott & White Research Institute, Dallas, Texas, United States | Mesoblast Investigational Site 10755 - Texas Heart Institute, Houston, Texas, United States | Mesoblast Investigational Site 13268 - Houston Methodist Hospital, Houston, Texas, United States | Mesoblast Investigational Site 10763 - University Hospital, Salt Lake City, Utah, United States | Mesoblast Investigational Site 10771 - Heart & Vascular Research, Swedish Medical Center, Seattle, Washington, United States | Mesoblast Investigational Site 10764 - University of Wisconsin, Madison, Wisconsin, United States | Mesoblast Investigational Site 10769 - Aurora Healthcare, Milwaukee, Wisconsin, United States | Mesoblast Investigational Site 13279, Milwaukee, Wisconsin, United States | Mesoblast Investigational Site 10789 - Aspirus Research Institute, Wausau, Wisconsin, United States | Mesoblast Investigational Site 11027, Edmonton, Alberta, Canada | Mesoblast Investigational Site 11024 - Victoria Heart Institute Foundation, Victoria, British Columbia, Canada | Mesoblast Investigational Site 11025 - St. Michael's Hospital, Toronto, Ontario, Canada",1,566
373,"Kent Knee Unit, Walderslade, Kent, United Kingdom",1,100
374,"General Hospital of Central Theater Command, Wuhan, Hubei, China | Maternal and Child Hospital of Hubei Province, Wuhan, Hubei, China | Wuhan Huoshenshan Hospital, Wuhan, Hubei, China",1,100
375,"Fundacion Jimenez Diaz, Madrid, Spain",1,100
376,"The John Paul II Hospital, Cracovia, Poland | The University Hospital in Cracow, Cracovia, Poland | Instytut Kardiologii im. Prymasa Tysiąclecia Stefana Kardynała Wyszyńskiego, Katowice, Poland | Leszek Giec Upper-Silesian Medical Centre of the Silesian Medical University in Katowice, Katowice, Poland | Central Clinical Hospital of the MSWiA in Warsaw, Warsaw, Poland",1,115
377,"The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China",1,102
378,"Seoul Nation University Bundang Hospital, Gyeonggi-do, Korea, Republic of | Gangnam Severance Hospital, Seoul, Korea, Republic of | Korea University Anam Hospita, Seoul, Korea, Republic of | Seoul National University Hospital, Seoul, Korea, Republic of | Severance Hospital, Seoul, Korea, Republic of",1,90
379,"Al Azhar University, Cairo, Egypt",1,112
380,"Inha University Hospital, Incheon, Korea, Republic of | Gachon University Gil Hospital, Incheon, Korea, Republic of | Kangbuk Samsung Hospital, Seoul, Korea, Republic of | Hanyang University Medical Center, Seoul, Korea, Republic of | Seoul Veterans Hospital, Seoul, Korea, Republic of | Samsung Medical Center, Seoul, Korea, Republic of | Gangnam Severance Hospital, Seoul, Korea, Republic of | Asan Medical Center, Seoul, Korea, Republic of | Korea University Guro Hospital, Seoul, Korea, Republic of | Ewha Womans University Mokdong Hospital, Seoul, Korea, Republic of",1,103
381,"Gachon University Gil Hospital, Incheon, Gyunggido, Korea, Republic of | Inha University Hospital, Incheon, Korea, Republic of | Hanyang University Medical Center, Seoul, Korea, Republic of | Seoul Veterans Hospital, Seoul, Korea, Republic of | Samsung Medical Center, Seoul, Korea, Republic of | Asan Medical Center, Seoul, Korea, Republic of | Korea University Guro Hospital, Seoul, Korea, Republic of | Ewha Womans University Mokdong Hospital, Seoul, Korea, Republic of",1,104
382,"Pediatric Surgery Department, King Edward Medical University, Lahore, Punjab, Pakistan",1,110
383,"The John Paul II Hospital, Cracovia, Poland | Central Clinical Hospital of the MSWiA in Warsaw, Warsaw, Poland",1,105
384,"Ljubljana University Medical Center, Ljubljana, Slovenia",1,110
385,"Orthopaedic Associates of South Broward, PA, Hollywood, Florida, United States | Sinai Hospital of Baltimore / Rubin Institute for Advanced Orthopedics, Baltimore, Maryland, United States | New Mexico Orthopedics, Albuquerque, New Mexico, United States | OrthoCarolina Research Institute, Charlotte, North Carolina, United States | Duke University Medical Center, Durham, North Carolina, United States | Ohio Orthopedic Center of Excellence, Upper Arlington, Ohio, United States | The Western Pennsylvania Hospital, Pittsburgh, Pennsylvania, United States | University Orthopedics Center, State College, Pennsylvania, United States | Central Tennessee Foot and Ankle Center, Sparta, Tennessee, United States | Franciscan Foot and Ankle Specialists, Burien, Washington, United States",1,106
386,"Andrews Institute, Gulf Breeze, Florida, United States | The Emory Clinic, Atlanta, Georgia, United States | Duke University, Durham, North Carolina, United States | Sanford Health, Fargo, North Dakota, United States | Sanford Health, Sioux Falls, South Dakota, United States",1,480
387,"Tehran University of Medical Sciences , Growth and Development Research Center- Children's Medical Center, Tehran, Iran, Islamic Republic of | Tehran University of Medical Sciences Chidren's Medical Center Radiology Department, Tehran, Iran, Islamic Republic of | Tehran University of Medical Sciences, Department of Pediatric Neurology , Children's Medical Center, Tehran, Iran, Islamic Republic of | ROYAN Stem Cell Technology Co, Tehran, Iran, Islamic Republic of",1,108
388,"Xi er huan road No.156, Fuzhou, Fujian, China | Xi er huan road No.156, Fuzhou, Fujian, China",1,120
389,"Bluetail Medical Group, Chesterfield, Missouri, United States | Scarpone Sports Regenerative, Steubenville, Ohio, United States | Albano Clinic, Salt Lake City, Utah, United States",1,120
390,"Gang Li, Shanghai, Shanghai, China",1,120
391,"Diabetes Care Center of Nanjing Military Command, Fuzhou, Fujian, China",1,100
392,"Hospital Clinic, Barcelona, Spain | Hospital Clínico Universitario San Carlos, Madrid, Spain | Hospital Fundación Jiménez Díaz, Madrid, Spain | Hospital Gregorio Marañón, Madrid, Spain | Hospital Universitario Virgen de la Arrixaca, Murcia, Spain | Hospital Universitario Virgen de la Victoria, Málaga, Spain | Clínica Universidad de Navarra, Pamplona, Spain | Complejo Asistencial Universitario de Salamanca, Salamanca, Spain | Hospital Clínico Universitario de Valladolid, Valladolid, Spain",1,120
