,Official Title,count,enrolled
675,Allograft Alone Versus Allograft With Bone Marrow Concentrate for the Healing of the Instrumented Posterolateral Lumbar Fusion,1,80
676,"A Multicenter, Randomized, Single-blind, Parallel-group Study of Combined Large Volume WLL With Clinical Grade Umbilical Cord Mesenchymal Stem Cells(MSC) Transplantation for Treatment of Pneumoconiosis",1,80
677,Umbilical Cord Mesenchymal Stem Cells Transplantation for Treatment of Patients With Ischemic-type Biliary Lesions After Liver Transplantation,1,66
678,Autologous Bone Marrow Derived Mesenchymal Stromal Cell Therapy in Combination With Everolimus to Preserve Renal Structure and Function in Renal Recipients,1,70
679,"Randomized, Double-blind, Multi-center, Phase II Clinical Trial to Evaluate the Efficacy and Safety of Pneumostem® Versus a Control Group for Treatment of Bronchopulmonary Dysplasia in Premature Infants",1,69
680,"""Ex Vivo"" Expanded Autologous Bone Marrow Mesenchymal Stem Cells Fixed in Allogenic Human Bone Tissue for Spinal Fusion in Spine Degenerative Disease",1,69
681,"Phase 3, Pivotal, Multicentre, Randomised, Double-blind Controlled Study to Evaluate the Efficacy and Safety of Autologous Osteoblastic Cells (PREOB®) Implantation in Early Stage Non Traumatic Osteonecrosis of the Femoral Head",1,68
682,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Parallel-Group Phase II Study to Evaluate the Efficacy and Safety of Intramuscular Injections of PLX PAD for the Treatment of Severe COVID-19",1,66
683,"The Effect of Intrathecal Transplantation of Umbilical Cord Mesenchymal Stem Cells in Patients With Early Stage of Chronic Spinal Cord Injury：A Multicenter, Randomized, Controlled Trial",1,66
684,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Premature Ovarian Insufficiency,1,66
685,"A Double-blinded, Randomized, Parallel, Placebo-controlled Trial of Wharton's Jelly-derived Allogeneic Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents",1,66
686,Effects of Mesenchymal Stem Cells Administration on Organ Failure During Septic Shock: Phase II Randomized Comparator-controlled Study,1,66
687,Pilot Study for Safety and Effectiveness Assessment of Bone Marrow Mesenchymal Stem Cell Infusion for Acute Graft-versus-host Disease Prophylaxis and Treatment After Allogenic Bone Marrow Transplantation,1,70
688,A Phase 2 Trial of Standard of Care Treatment Versus Mesenchymal Stromal Cell Therapy Together With Standard of Care for the Treatment of de Novo Acute Graft Versus Host Disease Following Allogeneic Bone Marrow Transplantation,1,66
689,"Single Donor Banked Bone Marrow Mesenchymal Stromal Cells for the Treatment of COVID-19 Induced ARDS: A Non-Blinded Randomized, Controlled Study",1,66
690,"A Phase I/II, Randomized, Double-Blinded, Placebo-Controlled Study of the Safety and Efficacy of Transendocardial Injection of Autologous Human Cells (Bone Marrow or Mesenchymal) in Patients With Chronic Ischemic Left Ventricular Dysfunction and Heart Failure Secondary to Myocardial Infarction.",1,65
691,Collection of Bone Marrow From Healthy Volunteers and Patients for the Production of Clinical Bone Marrow Stromal Cell (BMSC) Products,1,65
692,"A Phase I/II, Randomized, Blinded and Placebo-controlled Trial to Evaluate the Safety and Potential Efficacy of Allogeneic Human Mesenchymal Stem Cell Infusion in Patients With Aging Frailty",1,65
693,A Phase 2 Clinical Study to Evaluate The Efficacy and Safety of ALLO-ASC-SHEET in the Subjects With Diabetic Wagner Grade II Foot Ulcers,1,64
694,"A Phase II, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL® (Ex Vivo Cultured Adult Human Mesenchymal Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus",1,63
695,Effects of Intravenous Delivery of Lomecel-B (Formerly Allogenic Longeveron Human Mesenchymal Stem Cells (LMSCs)) on VaccinE-Specific Antibody Responses in Subjects With Aging Frailty,1,62
696,A Phase IIb Study to Evaluate the Efficacy and Safety of Chondrochymal® for Subjects With Knee Osteoarthritis (Knee OA),1,70
697,Phase Ⅰ/Ⅱ Study of Human Umbilical Cord Derived Mesenchymal Stem Cells (UC-MSCs) for Treatment of Liver Failure,1,70
698,Safety of Injection of Placental Mesenchymal Stem Cell Derived Exosomes for Treatment of Resistant Perianal Fistula in Crohn's Patients,1,80
699,A Seamless Phase I/IIa Clinical Study to Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Severe and Critical COVID-19 Condition,1,75
700,Autologous Bone Marrow Derived Cell Transplant in Spinal Cord Injury Patients,1,80
701,"Use of Autologous, Micro-Fragmented Adipose Tissue to Treat Meniscal Injuries in Active Duty Military Personnel",1,80
702,Safety and Efficacy of Injection of Human Placenta Mesenchymal Stem Cells Derived Exosomes for Treatment of Complex Anal Fistula,1,80
703,Allogeneic Umbilical Cord Mesenchymal Stem Cells and Conditioned Medium for Cerebral Palsy in Children,1,78
704,Randomized Double-Blind Placebo-Controlled Adaptive Design Trial Of Intrathecally Administered Autologous Mesenchymal Stem Cells In Multiple System Atrophy,1,76
705,Transplantation of Human Umbilical Cord Derived Mesenchymal Stem Cell for Refractory Skin Ulcer Therapy,1,76
706,"Evaluating the Efficacy of Micro-fragmented Adipose Tissue and Intra-articular Corticosteroid Injections for Symptomatic Knee Osteoarthritis: a Randomized, Placebo Controlled Study.",1,75
707,The Effect of NF-кB Dependent Proinflammation on the Overexpression of Receptor of Advanced Glycation End Products (RAGE) and the Osteogenic Differentiation Defect in the Mesenchymal Stem Cell-isolated From Patients With Type 2 Diabetes,1,75
708,"A Double-blind, Randomized, Placebo-controlled, Interventional, Multicenter, Phase III Clinical Trial to Investigate the Safety and Efficacy of ABCB5-positive Mesenchymal Stromal Cells (ABCB5+ MSCs) on Epidermolysis Bullosa (EB)",1,74
709,Phase I/II Randomized Clinical Trial to Assess the Safety and Feasibility of Transendocardial Injection of Bone Marrow Autologous Mesenchymal Stem Cells in Patients With Idiopathic Dilated Cardiomyopathy.,1,70
710,"A Phase I, Open Label, Randomized Study of Autologous Adipose Derived Mesenchymal Stem Cells (AMSC) in Reducing Hemodialysis Arteriovenous Fistula Failure",1,74
711,"A Multicenter, Open-label Study to Evaluate the Safety of PROCHYMAL® (Remestemcel-L) Intravenous Infusion in Subjects Who Have Received Previous Remestemcel-L Induction Treatment for Treatment-refractory Moderate-to-severe Crohn's Disease",1,73
712,Randomized Exploratory Clinical Trial to Evaluate the Safety and Effectiveness of Stem Cell Product in Alcoholic Liver Cirrhosis Patient.,1,72
713,"Phase 2 Study of UC-MSC in Restoring CD4 T Cell Counts and Reducing Immune Activation in HIV-infected Patients Underlying Long-term Antiviral Therapy: a Multicenter, Does-escalating, Randomized, Double-blind, Controlled Trial.",1,72
714,Randomized 3-Arm Trial With Standard of Care Alone vs Either Intravenous Infusion or Transendocardial Injection of Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs) Plus Standard of Care in Patients With Anthracycline-Associated Cardiomyopathy,1,72
715,"Randomized, Multicentric, Prospective, Double-blind Study: Effectiveness of Adding Allogenic Stem Cells to a Platelet-poor Plasma Scaffold After Arthroscopic Debridement and Microfractures in Patients With Osteochondral Lesions of the Talus",1,70
716,"A Phase 1 Double-blinded, Randomized, Placebo-controlled Study for COVID-19 and Influenza Virus-Elicited Acute Respiratory Distress Syndrome (ARDS) Using Lomecel-B",1,70
717,Study of Cord Blood Derived Mesenchymal Stem Cells for Treatment Acute Respiratory Distress Syndrome,1,70
718,Treatment of Tendon Injury Using Allogenic Adipose-derived Mesenchymal Stem Cells: Phase II Double-Blind Placebo-Controlled Randomized Clinical Trials.,1,24
719,"An Open-labelled, Multi Center, Comparative Phase I/IIa Clinical Trial to Evaluate the Efficacy and Safety of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease",1,24
720,Preliminary Assessment of Direct Intra-Myocardial Injection of Autologous Bone Marrow-derived Stromal Cells on Patients Undergoing Revascularization for CAD With Depressed Left Ventricular Function,1,24
721,Evaluating the Safety and Efficacy of Mesenchymal Stem Cells From Umbilical Cord in the Treatment of Knee Joint Osteoarthritis,1,9
722,A Phase I Open Label Study Evaluating the Safety and Feasibility of Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia in Previous Oropharynx Cancer Patients,1,10
723,Phase I Clinical Trial To Evaluate The Intravenous Infusion Of Autologous Fucosylated Bone Marrow Mesenchymal Cells Therapy In Patients With Established Osteoporosis and Low Impact Fractures,1,10
724,"An Open Label, Single-center, Phase 1 Study to Evaluate the Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cell in Patients With Chronic Kidney Disease",1,10
725,"An Open, Single-center, Phase 1 Study to Evaluate Safety of Autologous Bone Marrow Derived Mesenchymal Stem Cell in Erectile Dysfunction.",1,10
726,Identification and Application of Gingival Mesenchymal Stem Cells for Dental Tissue Regeneration.,1,10
727,Evaluation of Safety and Efficacy in Patients With Systemic Lupus Erythematosus by Transplantation of Umbilical Cord Derived Mesenchymal Stem Cells,1,10
728,Knee Osteoarthrosis (KOA) in Jordanian Patients: a Phase I Dose-finding Study Using Adipose Tissue Derived Mesenchymal Stem Cells (ATMSC) for Advanced Stage III and IV KOA,1,10
729,Safety and Feasibility of Allogenic Mesenchymal Stromal Cells in the Treatment of COVID-19,1,10
730,Treatment of Severe Acute Respiratory Distress Syndrome With Allogeneic Bone Marrow-derived Mesenchymal Stromal Cells,1,10
731,Efficacy of Invitro Expanded Bone Marrow Derived Allogeneic Mesenchymal Stem Cell Transplantation Via Portal Vein or Hepatic Artery or Peripheral Vein in Patients With Wilson Cirrhosis,1,10
732,Autologous Bone Marrow Transplantation for Treatment of Premature Ovarian Insufficiency,1,10
733,A Phase 1 Multi-center Clinical Trial of Allogeneic Bone Marrow-derived Human Mesenchymal Stem Cells for the Treatment of Acute Respiratory Distress Syndrome,1,9
734,"Open Label, Single-Center, Phase 1 Clinical Study to Evaluate the Safety and the Efficacy of PNEUMOSTEM® Treatment in Premature Infants With Bronchopulmonary Dysplasia",1,9
735,"A Phase I Open-Label Dose-Escalation Study to Evaluate the Safety, Tolerability, and Efficacy of Autologous MitoCell (Adipose-Derived Mesenchymal Stem Cells) Transplantation in Subjects With Idiopathic Parkinson's Disease",1,9
736,"Open-label, Multiple-center, Dose-Escalation Study to Evaluate the Safety and Tolerability of ADR-001 for the Treatment for Immunoglobulin A (IgA) Nephropathy",1,9
737,Evaluating the Maximum Tolerated Dose of Mesenchymal Stem Cells From Umbilical,1,9
738,Safety and Feasibility of Mesenchymal Stem Cells Therapy in Patients With Recent Intracerebral Hemorrhage,1,9
739,Autologous Transplantation of Bone Marrow Mesenchymal Stem Cells in Patients of Spinal Cord Injury-Phase I Clinical Trial,1,9
740,Treatment of Respiratory Complications Associated With COVID-19 Infection Using Wharton's Jelly (WJ)-Umbilical Cord (UC) Mesenchymal Stromal Cells (ProTrans®): Open Phase IB Clinical Trial,1,9
741,"Clinical Trial of Regenerative Periodontal Tissue by Transplanting Mesenchymal Stem Cells and Osteoblast Cells - I, II Phase-",1,10
742,The Effectiveness of Allogeneic Adipose Derived Mesenchymal Stem Cells (ADMSCs) in the Phenotypic Changes of Werdnig Hoffman Patients,1,10
743,Autologous Bone Marrow-derived Mesenchymal Stem Cells Used in the Treatment of Articular Cartilage Injury,1,10
744,A Safety Study of the Administration of Mesenchymal Stem Cell Extracellular Vesicles in the Treatment of Dystrophic Epidermolysis Bullosa Wounds,1,10
745,"Phase II Clinical Trial to Evaluate the Effect and Safety of MSV * in Xerostomia * Adult Autologous Bone Marrow Mesenchymal Stem Cells, Expanded Under GMP of IBGM",1,10
746,Phase IIa Clinical Trial to Safety of Treatment in Critical Ischemia Nonrevascularizable Lower Limb by Mesenchymal Stem Cells,1,10
747,Safety and Efficacy of Mesenchymal Stem Cells in Newly-diagnosed Type 1 Diabetic Patients,1,10
748,Efficacy of Umbilical Cord Mesenchymal Stem Cells in Duchenne Muscular Dystrophy: Phase 1/2 Study,1,10
749,Treatment of Chronic Medium-severe Periodontitis With Mesenchymal Stem Cells Predifferentiated in Osteogenic Direction Immobilised on a Biodegradable Carrier,1,10
750,Enhanced Guided Bone Regeneration in Localized Osseous Alveolar Defects by Using a Novel Perforated Resorbable Barrier Membrane,1,10
751,Intrathecal Administration (Pattern 100/3) of Expanded Autologous Adult Bone Marrow Mesenchymal Stem Cells in Established Chronic Spinal Cord Injuries,1,10
752,Effectiveness and Safety of Allogenic Mesenchymal Stem Cell (MSC) Implantation on Degenerative Discus Disease Patients (Clinical Trial),1,10
753,Follow up Study(Phase 1) to Evaluate Safety of Autologous Bone Marrow Derived Mesenchymal Stem Cell in Erectile Dysfunction,1,10
754,Mesenchymal Stem Cells to Intervene in the Development of Type 1 Diabetes: a Blinded Randomized Study,1,10
755,A Phase I/II Study Evaluating Allogeneic Mesenchymal Stromal Cells in Adults With Recessive Dystrophic Epidermolysis Bullosa,1,10
756,Safety of Allogeneic Bone Marrow Derived Mesenchymal Stromal Cell Therapy in Renal Transplant Recipients,1,10
757,"A Phase I, Open-Label, Single-Dose Study to Evaluate the Safety and Efficacy of Hepatic Artery Injection of Autologous Human Bone Marrow-Derived Mesenchymal Stem Cells (Cellgram™) in Patients With Alcoholic Liver Cirrhosis",1,10
758,Platelet Rich Therapy for Scar Revision Post Abdominoplasty,1,10
759,Autologous Adipose-derived Stem Cells (ASCs) for the Treatment of Perianal Fistula in Crohn Disease: A Pilot Study,1,10
760,A Phase I Study to Evaluate the Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for Interstitial Lung Disease in Patients With Connective Tissue Disorders,1,10
761,Phase II Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat AS,1,10
762,"A Phase I/IIa, Randomized, Double-blind, Single-dose, Placebo Controlled, Two-way Crossover Clinical Trial to Assess the Safety and to Obtain Efficacy Data in Intrathecal Administration of Expanded Wharton's Jelly Mesenchymal Stem Cells in Chronic Traumatic Spinal Cord Injury",1,10
763,Bone Marrow Mesenchymal Stem Cells in the Treatment of Refractory Severe Acquired Aplastic Anemia,1,9
764,Cellular Immunotherapy for Septic Shock: A Phase I Trial,1,9
765,Observational Study of Long-term Safety and Efficacy of Subjects Who Participated in CS10BR05 Inj. Phase 1 Study,1,8
766,Phase 1 Clinical Trial to Evaluate the Safety of FURESTEM-CD Inj. in Patients With Moderate to Severe Plaque-type Psoriasis.,1,9
767,"Multi-center, Randomized, Placebo Controlled, Interventional Phase 2A Clinical Trial Evaluating the Safety and Potential Efficacy of Multiple Dosing of Mesenchymal Stromal Cells in Patients With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-Cov-2)",1,9
768,Phase 1 Clinical Trial of PNEUMOSTEM® Treatment in Premature Infants With Intraventricular Hemorrhage,1,9
769,A Phase 1/2 Study of the Safety and Efficacy of BC-101 in Treatment of Nasolabial Fold Wrinkles Via Subcutaneous/Intradermal Injection,1,9
770,The Safety and Tolerability After Intravenous Infusion of UMC119-06 in Subjects With Acute Ischemic Stroke.,1,9
771,"A Phase I/II, Randomized, Double-Blinded, Placebo-Controlled Study of the Safety and Efficacy of Intramyocardial Injection of Autologous Human Mesenchymal Stem Cells (MSCs) in Patients With Chronic Ischemic Left Ventricular Dysfunction Secondary to Myocardial Infarction (MI) Undergoing Cardiac Surgery for Coronary Artery Bypass Grafting (CABG)",1,9
772,"A Phase 1/2a, Open-Label Study to Evaluate the Safety and Efficacy of a Single Intravenous Infusion of BC-U001, a Human Umbilical Cord-Derived Mesenchymal Stem Cell Product, for Rheumatoid Arthritis",1,9
773,"Autologous Mesenchymal Stem Cell Transplantation in Multiple Sclerosis: a Randomized, Double-blind, Crossover With Placebo Phase II Study",1,9
774,Potency of Allogenic Umbilical Cord Mesenchymal Stem Cells for Osteoarthritis Management,1,9
775,The Safety and Feasibility of UMC119-01 Cell Therapy in Infants at High Risk for Bronchopulmonary Dysplasia,1,9
776,A Phase I/IIa Clinical Trial to Evaluate Safety and Efficacy of Adipose Tissue-derived Mesenchymal Stem Cells (ASC) on Induction to Remission in Ulcerative Colitis,1,8
777,Stromal Therapy of Osteodysplasia After Allogeneic Bone Marrow Transplantation: A Phase I Study,1,8
778,Ex Vivo Expansion of Umbilical Cord Blood Using a Unique Bio-system,1,8
779,Evaluate the Safety and Feasibility of Injecting Placental Matrix-Derived Mesenchymal Stem Cells Into the Penis to Treat the Symptoms of Mild to Moderate Erectile Dysfunction,1,8
780,Treatment of Autologous Mesenchymal Stem Cells Derived From Bone Marrow as a Potential Therapeutic Strategy for the Treatment of Multiple Sclerosis,1,8
781,Innovative Treatment for Scarred Vocal Cords by Local Injection of Autologous Stromal Vascular Fraction,1,8
782,Analysis of Osteoimmune Interactions Linking Inflammation and Bone Destruction in Aggressive Periodontitis,1,8
783,Efficacy and Safety of AD-MSCs Plus Calpocitriol Ointment and PSORI-CM01 Granule in Patients With Moderate to Severe Psoriasis,1,8
784,Algae-derived Hydroxyapatite Behaviour as Bone Biomaterial in Comparison to Anorganic Bovine Bone. A Randomised Split-mouth Human Study.,1,8
785,Intrathecal Transplantation of Autologous Bone Marrow Derived Mesenchymal Stem Cell in Patients With ALS,1,8
786,"A Phase I, Randomized, Blinded and Placebo-controlled Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human Mesenchymal Stem Cell Infusion in Patients With Idiopathic Pulmonary Fibrosis",1,9
787,Evaluate the Safety and Feasibility of Intra-ovarian Injection of Autologous Adipose Derived Mesenchymal Stromal Cells (ADMSC) in Women With Premature Ovarian Failure(POF),1,9
788,"Open-Label, Single-Center, Phase I/Ⅱ Clinical Trial to Evaluate the Safety and the Efficacy of Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in Patients With Mild to Moderate Dementia Due to Alzheimer's Disease",1,9
789,Helping Underdeveloped Lungs With Cells (HULC): Mesenchymal Stromal Cells in Extreme Preterm Infants at Risk of Developing Bronchopulmonary Dysplasia - Phase 1 Study,1,9
790,Phase I/IIa Study to Assess AllogeneiC Expanded Human Mesenchymal Stem Cell Therapy in Patients Recovering From COVID-19 Acute Respiratory Distress Trial (ACE CARD TRIAL),1,9
791,Treatment of Severe (Types II and III) Osteogenesis Imperfecta by Allogeneic Bone Marrow Transplantation,1,9
792,Evaluation of the Efficacy for Two Doses of Intracavernous Injection of Wharton Jelly Stem Cells for the Treatment of Diabetic Erectile Dysfunction,1,9
793,Long Term Follow-Up Study of the Safety and Exploratory Efficacy of Pneumostem® in Premature Infants With Bronchopulmonary Dysplasia,1,9
794,"Potency of Allogenic Bone Marrow, Umbilical Cord, Adipose Mesenchymal Stem Cell for Non Union Fracture and Long Bone Defect, Directly and Cryopreserved",1,9
795,A Phase 1 Clinical Study to Evaluate the Safety of Allogeneic Adipose-derived Stem Cells in the Subjects With Crohn's Disease,1,9
796,"Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients: Randomized, Double-blind, and Placebo-controlled",1,9
797,Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis,1,9
798,The Safety and Feasibility of UMC119-06 Cell Therapy in Subjects With Chronic Obstructive Pulmonary Disease,1,9
799,Follow-up Study to Evaluate the Safety of ALLO-ASC-CD in the Subjects With Crohn´s Disease(ALLO-ASC-CD-101),1,9
800,"Utilization of Autologous Mesenchymal Cells to Enhance Rotator Cuff Repair - a Prospective Non-randomized, Open-Label Study to Assess the Safety and the Efficacy",1,9
801,A Phase 1 Dose Escalation Study of Human Umbilical Cord-derived Mesenchymal Stem Cells for the Treatment of Decompensated Cirrhosis (MSC-DLC-1),1,9
802,A Study of Mesenchymal Stem Cells as a Treatment in Patients With Acute Respiratory Distress Syndrome Caused by COVID-19,1,9
803,"Open-Label, Single-Center, Phase 1 Clinical Trial to Evaluate the Safety and the Efficacy of NEUROTSTEM®-AD in Patients With Dementia of the Alzheimer's Type",1,9
804,Phase Ib: Evaluation of the Safety and as a Secondary End Point the Efficacy for Two Doses of Wharton Jelly Stem Cells for the Treatment of Diabetic Erectile Dysfunction,1,9
805,Exploratory Efficacy Study of NEUROSTEM® in Subjects Who Control Group of NEUROSTEM® Phase-I/IIa Clinical Trial,1,9
806,Safety Study and Preliminary Efficacy of Infusion Haploidentical Mesenchymal Stem Cells Derived From Bone Marrow for Treating Recessive Dystrophic Epidermolysis Bullosa,1,9
807,A Phase 1 Study to Evaluate the Safety and Tolerability of Autologous Bone Marrow Derived Mesenchymal Stem Cells in Subjects With Multiple System Atrophy,1,9
808,Allogeneic Adipose Tissue-derived Stromal/Stem Cell Therapy in Patients With Ischemic Heart Disease and Heart Failure - a Safety Study,1,10
809,Safety Study of a Less Invasive Liver Regeneration Therapy Using Cultured Autologous Bone Marrow-derived Mesenchymal Stem Cells for Compensated Liver Cirrhotic Patient,1,10
810,Lentiviral FIX Gene Therapy for Hemophilia B,1,10
811,A Phase II Clinical Trial to Study the Feasibility and Safety of Stromal Vascular Derived From Adipose Tissue for the Treatment of Recto-vaginal Fistula,1,10
812,Lomecel-B Injection in Patients With Hypoplastic Left Heart Syndrome: A Phase I/II Study (ELPIS),1,10
813,Phase I Clinical Trial of Autologous Adipose Derived Mesenchymal Stem Cells in the Treatment of Paralysis Due to Traumatic Spinal Cord Injury,1,10
814,A Phase I Study of Human Umbilical Cord-Mesenchymal Stem Cells for Pneumoconiosis,1,10
815,"CLINICAL TRIAL PHASE I / II, PROSPECTIVE, OPEN, NONRANDOMIZED, FOR TREATMENT OF POSTOPERATIVE AIR LEAK AFTER LUNG RESECTION IN HIGH RISK PATIENTS THROUGH THE ADMINISTRATION OF MESENCHYMAL AUTOLOGOUS CELLS.",1,10
816,A Phase I/Ⅱa Trial to Explore the Safety and Efficacy of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell (AstroStem-V) Therapy in Patients With COVID-19 Pneumonia,1,10
817,Gene Transfer for Adenosine Deaminase-severe Combined Immunodeficiency (ADA-SCID) Using an Improved Self-inactivating Lentiviral Vector (TYF-ADA),1,10
818,"A Phase I Study To Evaluate the Safety of Umbilical Cord - Derived, Ex-Vivo Cultured and Expanded Wharton's Jelly Mesenchymal Stem Cells for the Treatment of De Novo High Risk Acute or Steroid Refractory Acute Graft Versus Host Disease",1,10
819,The Use of Expanded Mesenchymal Stromal Cells (MSC) in Premature Ovarian Failure (POF) in Adult Humans: Phase I Clinical Trial,1,10
820,Phase I Clinical Trial of Use of Autologous Bone Marrow Stem Cells Seeded on Porous Tricalcium Phosphate Matrix and Demineralized Bone Matrix in Patients With Osteonecrosis (MSC/ONM),1,10
821,Clinical Trial: Security and Feasibility of Mesenchymal Stem Cell Therapy in Treatment and Prevention of Bronchopulmonary Dysplasia in Preterm Babies,1,10
822,Intratracheal Instillation of Umbilical Cord-derived Mesenchymal Stem Cells as a Rescue Treatment for Severe Bronchopulmonary Dysplasia,1,10
823,Split-mouth Randomized Clinical Study on the Use of Symbios Xenograft for Sinus Floor Elevation,1,10
824,A Safety and Efficacy Study of the Effects of Mesenchymal Stem Cells (MSCs) Differentiated Into Neural Stem Cells (NSCs) on the Motor and Non-motor Symptoms in People With Parkinson's Disease (PD).,1,10
825,Knee Osteoarthrosis (KOA) in Jordanian Patients: a Phase I Dose-finding Study Using Wharton Jelly Derived Mesenchymal Stem Cells (WJMSC) for Advanced Stage III and IV KOA,1,10
826,Lateral Ramus Cortical Bone Plate in Alveolar Cleft Osteoplasty: Concomitant Use of Buccal Fat Pad Derived Cells and Autogenous Bone in a Preliminary Study,1,10
827,Safety and Efficacy Study of Autologous Adipose Derived Mesenchymal Stem Cells Implantation in Chronic Low Back Pain Patients With Lumbar Intervertebral Disc Degeneration,1,10
828,Autologous Adult Human Mesenchymal Stem Cells: a Neuroprotective Therapy for Multiple Sclerosis,1,10
829,Bone-marrow Derived Mesenchymal Stromal Cells Associated With One-way Endobronchial Valves in Patients With Pulmonary Emphysema: Safety Study,1,10
830,Phase I Study of Radiation-induced Pulmonary Fibrosis Treated With Clinical Grade Umbilical Cord Mesenchymal Stem Cells,1,10
831,Phase 1/2 Study of Umbilical Cord Blood-Drived Mesenchymal Stem Cells Infusion for Promotion of Engraftment and Prevention of an Graft Rejection and Graft-versus-Host Disease After Unrelated Hematopoietic Stem Cell Transplantation.,1,10
832,A Phase I Study of Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for Pediatric Perianal Fistulizing Crohn's Disease,1,10
833,Treatment of Rotator Cuff Tears Using Autologous Bone Marrow Mensenchymal Stem Cell Transplantation.,1,10
834,"Phase I, Single Center, Trial to Asses Safety and Tolerability of the Intrathecal Infusion of Ex-vivo Expanded Bone-marrow Derived Mesenchymal Stem Cells for the Treatment of Spinal Cord Injury",1,10
835,Mesenchymal Stromal Cells as Treatment of Chronic Graft-versus-host Disease,1,11
836,Regeneration of Maxillary Bone Cystic Cavities by Bio Implant of MSHV-H Cells Associated to a Cross-linked Serum Scaffold,1,11
837,"Open, Multicenter Follow-up Trial About Active Group of Phase IIb Clinical Trial of JOINTSTEM in Patients With Degenerative Arthritis",1,11
838,A Phase 2 Open-label Study to Evaluate the Efficacy of Allogeneic Human Cord Blood-derived Mesenchymal Stromal Cells in Maintaining Remission After Immunosuppressive Therapy Withdrawal in Pediatric Patients With Steroid-dependent Nephrotic Syndrome,1,11
839,Observational Study to Evaluate the Safety of ADSTEM Injection in Patients With Moderate to Severe Subacute and Chronic Atopic Dermatitis,1,11
840,Treatment of Refractory Systemic Lupus Erythematosus by Injection of Allogeneic Mesenchymal Stem Cells Derived From the Umbilical Cord,1,10
841,"A Phase 1, Open-label Study to Determine Safety and Tolerability of the Topical Application of Mesenchymal Stem/Stromal Cell (MSC) Exosome Ointment to Treat Psoriasis in Healthy Volunteers",1,10
842,Lentiviral FVIII Gene Therapy for Hemophilia A,1,10
843,Adult Mesenchymal Stromal Cells to Regenerate the Neonatal Brain: the PASSIoN Trial (Perinatal Arterial Stroke Treated With Stromal Cells IntraNasally),1,10
844,"Safety and Tolerability of Allogeneic Umbilical Cord Derived Mesenchymal Stromal Cells (UC-MSCs) to Limit COVID Associated ComplicatioNs: An Open Label, Phase 1 Study in Hospitalized Patients (SAMPSON-1)",1,10
845,"Five-Week, Multi-center, Phase I Clinical Trial to Evaluate Safety of Homeo-GH After Intra Venus Administration for the Treatment of Graft Versus Host Disease Patients",1,10
846,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Crohn's Disease",1,10
847,"Clinical, Volumetric and Densitometric Evaluation of Tissue Engineered (TE) Constructs for Secondary Alveolar Cleft Reconstruction (Short Term Randomized Controlled Clinical Trial)",1,10
848,Gene Transfer for Fanconi Anemia Using a Self-inactivating Lentiviral Vector,1,10
849,Autologous Grafting of Mesenchymal Stem Cells in Severe Refractory Ischemic Cardiomyopathy,1,10
850,"A Phase I, Open Label Study to Evaluate the Safety and to Explore Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With ST-elevation Acute Myocardial Infarction",1,10
851,Effect of Autologous Bone Marrow Derived Mesenchymal Stromal Cells Prior to Lung Volume Reduction Surgery for Severe Pulmonary Emphysema- a Phase I Safety and Feasibility Study,1,10
852,A Pilot Study to Demonstrate Safety and Feasibility of Cranial Reconstruction Using Mesenchymal Stromal Cells and Resorbable Biomaterials,1,10
853,Clinical Trial of Umbilical Cord Mesenchymal Stem Cells in the Treatment of Moderate/Severe Chronic Graft-versus-host Disease,1,10
854,Mesenchymal Stem Cells for the Treatment of Severe Acute Respiratory Distress Syndrome Due to COVID-19. Pilot Study,1,10
855,A Pilot Study for the Efficacy and Safety of Mesenchymal Stem Cell in Acute Severe Respiratory Failure.,1,10
