,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
242,243,NCT04909879,Acute Respiratory Distress Syndrome|Ards,Study of Allogeneic Adipose-Derived Mesenchymal Stem Cells for Non-COVID-19 Acute Respiratory Distress Syndrome,COVI-MSC|Placebo,Treatment of Non-COVID-19 Acute Respiratory Distress Syndrome: A Phase 2 Study of the Efficacy and Safety of Intravenous Allogeneic Adipose-Derived Mesenchymal Stem Cells,,,,September 2021
243,244,NCT02108132,Hemophilia,Allogenic Bone Marrow Derived Mesenchymal Stem Cell Therapy in Cases of Hemophilia,Cellular therapy|cellular therapy,Allogenic Mesenchymal Stem Cells in Hemophilia: a Pilot Study,Cairo,,Egypt,August 2014
244,245,NCT04728698,Covid19|ARDS,Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells for COVID-19-Induced Acute Respiratory Distress,COVI-MSC|Placebo,Treatment of COVID-19-Induced Acute Respiratory Distress: A Phase 2 Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells,Fresno,California,United States,March 2021
245,246,NCT05491681,"ARDS, Human",AllogeneiC Expanded Human MSC Therapy in Patients Recovering From COVID-19 Acute Respiratory Distress Trial,intravenous delivery of allogeneic bone marrow-derived MSCs,Phase I/IIa Study to Assess AllogeneiC Expanded Human Mesenchymal Stem Cell Therapy in Patients Recovering From COVID-19 Acute Respiratory Distress Trial (ACE CARD TRIAL),,,,"September 15, 2022"
246,247,NCT02230514,Atrophic Nonunion of Fracture,Mesenchymal Stromal Cells for the Treatment of Non-union Fractures of Long Bones,XCEL-MT-OSTEO-ALPHA|autologous iliac crest|Surgery,"A Phase IIa, Single Center, Prospective, Randomized, Parallel, Two-arms, Single-dose, Open-label With Blinded Assessor Pilot Clinical Trial to Assess ex Vivo Expanded Adult Autologous Mesenchymal Stromal Cells Fixed in Allogeneic Bone Tissue (XCEL-MT-OSTEO-ALPHA) in Non Hypertrophic Pseudoarthrosis of Long Bones",Sant Cugat,Barcelona,Spain,"November 20, 2014"
247,248,NCT03994666,Critical Limb Ischemia,Cell Therapy in Critical Limb Ischemia,allogeneic umbilical cord-derived mesenchymal stem cells|Placebo (NaCl),Cell Therapy in Critical Limb Ischemia by Implantation of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells,Reims,,France,September 2019
248,249,NCT04289194,Acute Respiratory Distress Syndrome,Clinical Study to Assess the Safety and Preliminary Efficacy of HCR040 in Acute Respiratory Distress Syndrome,HCR040 (Phase 1)|Placebo (Phase 2)|HCR040 (Phase 2),"Phase 1/2 Clinical Study to Assess the Feasibility, Safety, Tolerability and Preliminary Efficacy of the Administration of HCR040, Allogeneic Adipose-derived Adult Mesenchymal Stem Cells, in Acute Respiratory Distress Syndrome",Barakaldo|Madrid,Bizkaia,Spain|Spain,"December 10, 2019"
249,250,NCT04785027,Traditional Chinese Medicine|Drug Effect|Drug Safety|Psoriasis|Mesenchymal Stromal Cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With AD-MSCs in Psoriasis,PSORI-CM01 formula|Gu Ben Hua Yu formula|adipose-derived multipotent mesenchymal stem cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Moderate to Severe Psoriasis: a Pilot Study for a Randomized Controlled Trial,Guangzhou,Guangdong,China,"March 17, 2021"
250,251,NCT03113747,Second- or Third-degree Burns,Allogeneic ADSCs and Platelet-Poor Plasma Fibrin Hydrogel to Treat the Patients With Burn Wounds (ADSCs-BWs),ALLO-ASCs,Safety and Efficacy Evaluation of Tissue Engineered Construct Based on Allogeneic Adipose-derived Multipotent Mesenchymal Stromal Cells and Platelet-poor Plasma Fibrin Hydrogel to Treat the Patients With Burn Wounds,Kyiv,,Ukraine,"March 25, 2015"
251,252,NCT04255147,Bronchopulmonary Dysplasia,Cellular Therapy for Extreme Preterm Infants at Risk of Developing Bronchopulmonary Dysplasia,Allogeneic Umbilical Cord Tissue-Derived Mesenchymal Stromal Cells,Helping Underdeveloped Lungs With Cells (HULC): Mesenchymal Stromal Cells in Extreme Preterm Infants at Risk of Developing Bronchopulmonary Dysplasia - Phase 1 Study,Ottawa,Ontario,Canada,June 2022
252,253,NCT04236479,Congenital Heart Disease (CHD),Mesenchymal Stromal Cells for Infants With Congenital Heart Disease (MedCaP),BM-MSC,Mesenchymal Stromal Cells Delivery Through Cardiopulmonary Bypass in Pediatric Cardiac Surgery,Washington,District of Columbia,United States,"July 29, 2020"
253,254,NCT02587572,Metabolic Disease|Endothelial Dysfunction,Safety and Efficacy Trial Using Allogeneic Human Mesenchymal Stem Cells: The SIRONA Trial,Peripheral Intravenous (IV) infusion of LMSCs,"A Randomized, Blinded and Placebo-controlled Trial to Evaluate the Safety and Efficacy of Allogeneic Human Mesenchymal Stem Cells in Patients With Metabolic Syndrome.",,,,December 2022
254,255,NCT00972660,Graft Versus Host Disease,Safety and Efficacy Study of Allogenic Mesenchymal Stem Cells to Treat Extensive Chronic Graft Versus Host Disease,Mesenchymal stem cell (MSC)|Prednisone and cyclosporine or primary therapies,"A Phase II, Randomized Study to Evaluate the Safety and Efficacy of Ex-Vivo Cultured Allogenic Mesenchymal Stem Cells For the Treatment of Extensive Chronic Graft Versus Host Disease",Guangzhou,Guangdong,China,September 2009
255,256,NCT04714801,Lung Transplant Rejection,Adipose Derived Mesenchymal Cell Treatment in Lungtransplantation,adipose derived mesenchymal stromal cells|Saline,"A Danish, Single Centre, Double-blind, Randomized Study Evaluating Allogeneic Adipose Tissue Derived Mesenchymal Stromal Cell Therapy to Reduce Primary Graft Dysfunction After Lung Transplantation",Copenhagen,,Denmark,"October 1, 2020"
256,257,NCT04341610,Respiratory Tract Diseases,ASC Therapy for Patients With Severe Respiratory COVID-19,Stem Cell Product,"Allogeneic Adipose Tissue Derived Mesenchymal Stromal Cell Therapy for Treating Patients With Severe Respiratory COVID-19. A Danish, Double-blind, Randomized Placebo-controlled Study",Copenhagen,,Denmark,"April 20, 2020"
257,258,NCT04433104,COPD,Umbilical Cord Mesenchymal Stem Cells Transplantation in the Treatment of Chronic Obstructive Pulmonary Disease,Umbilical Cord Mesenchymal Stem Cells transplantation|drug therapy according to Vietnamese MOHS procedure,"Allogeneic Human Umbilical Cord-derived Mesenchymal Stem/Stromal Cells for Chronic Obstructive Pulmonary Disease (COPD): Study Protocol for a Matched Case-control, Phase I/II Trial",Hà Nội,Hanoi,Vietnam,"June 9, 2020"
258,259,NCT04467047,COVID-19|Sars-CoV2,Safety and Feasibility of Allogenic MSC in the Treatment of COVID-19,Mesenchymal Stromal Cells infusion,Safety and Feasibility of Allogenic Mesenchymal Stromal Cells in the Treatment of COVID-19,,,,"July 25, 2020"
259,260,NCT04392206,End Stage Renal Disease,AMSC for Reducing Anastomotic Stenosis in Primary Arteriovenous Anastomoses,Adipose Derived Mesenchymal Stem Cells,"A Phase I, Open Label Study of Allogeneic Adipose Derived Mesenchymal Stem Cells in Reducing Anastomotic Stenosis in Primary Arteriovenous Anastomoses",Jacksonville,Florida,United States,"May 15, 2020"
260,261,NCT05132972,Covid 19,Allogenic UCMSCs as Adjuvant Therapy for Severe COVID-19 Patients,Normoxic Allogenic UCMSC|Normal saline solution,Efficacy and Safety of Normoxic Allogenic Umbilical Cord Mesenchymal Stem Cells Administered as Adjuntive Treatment to Standard Treatment in Severe Patients With COVID-19,Surakarta|Bandung|Yogyakarta,Central Java|West Java,Indonesia|Indonesia|Indonesia,"January 17, 2021"
261,262,NCT02336646,Critical Limb Ischemia,Cell Therapy With Mesenchymal Stem Cell in Ischemic Limb Disease,Allogenic MSC|Normal saline,Cell Therapy With Mesenchymal Stem Cell in Ischemic Limb Disease,Taipei,,Taiwan,"May 1, 2015"
262,263,NCT02083718,"Stem Cell Transplantation, Hematopoietic|Poor Graft Function|Hematological Diseases",Peripheral Blood Stem Cell Combined With Mesenchymal Stem Cells for Treatment of Poor Graft Function,PBSC|MSCs,G-CSF Mobilized Peripheral Blood Stem Cell Combined With Mesenchymal Stem Cells for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplant,Guangzhou,Guangdong,China,January 2014
263,264,NCT03369275,Septic Shock|Sepsis|Pathologic Processes|Shock|Infection|Systemic Inflammatory Response Syndrome|Inflammation,Cellular Immunotherapy for Septic Shock,Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells|Placebo,Cellular Immunotherapy for Septic Shock (CISS2) A Phase II Randomized Controlled Trial,,,,March 2018
264,265,NCT04602104,Acute Respiratory Distress Syndrome,A Clinical Study of Mesenchymal Stem Cell Exosomes Nebulizer for the Treatment of ARDS,low dose hMSC-Exos|medium dose hMSC-Exos|high dose hMSC-Exos|Dosage 1of hMSC-Exos|Dosage 2 of hMSC-Exos|No hMSC-derived exosomes,"A Multiple, Randomized, Double-blinded, Controlled Clinical Study of Allogeneic Human Mesenchymal Stem Cell Exosomes (hMSC-Exos) Nebulized Inhalation in the Treatment of Acute Respiratory Distress Syndrome",Shanghai,Shanghai,China,"November 30, 2020"
265,266,NCT03389919,Mesenchymal Stem Cell Transplantation,Intraosseous Administration of Mesenchymal Stromal Cells for Patients With Graft Failure After Allo-HSCT,MSC administration (intraosseal),EFFECTIVENESS AND SAFETY OF INTRAOSSEOUS ADMINISTRATION OF MESENCHYMAL STORMAL CELLS FOR PRIMARY GRAFT FAILURE AFTER ALLOGENEIC STEM CELL TRANSPLANTATION,Moscow,,Russian Federation,"January 1, 2017"
266,267,NCT04247945,Allogeneic Hematopoietic Stem Cell Transplantation,Co-transplantation of MSC in the Setting of Allo-HSCT,Cotransplant with MSCs,Co-transplantation of Mesenchymal Stromal Cells in Allogeneic Hematopoietic Stem Cell Transplantation,Fuzhou,Fujian,China,"February 1, 2020"
267,268,NCT01297972,Aplastic Anemia,Mesenchymal Stem Cells in the Treatment of Relapsed/Refractory Severe Acquired Aplastic Anemia,Intravenous bone marrow mesenchymal stem cells infusion,Bone Marrow Mesenchymal Stem Cells in the Treatment of Refractory Severe Acquired Aplastic Anemia,Ribeirão Preto,São Paulo,Brazil,February 2011
268,269,NCT03609905,Ulcerative Colitis (UC),Adipose Mesenchymal Stem Cells (AMSC) for Treatment of Ulcerative Colitis,Adipose-cord mesenchymal stromal cells (A-MSCs)|Conventional drugs,"A Phase I/II Randomized, Controlled, Clinical Trial for Assessment of the Safety and Efficacy of Allogeneic Adipose Mesenchymal Stem Cells in Moderate to Severe Ulcerative Colitis Patients",Liaocheng,Shandong,China,"July 1, 2018"
269,270,NCT02408432,Cardiomyopathy|Heart Failure,Bone Marrow Derived Mesenchymal Stem Cells in Improving Heart Function in Patients With Heart Failure Caused by Anthracyclines,Laboratory Biomarker Analysis|Standard of Care|Mesenchymal Stem Cell Transplantation,Intravenous Administration of Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs) in Patients With Recent Onset Anthracycline-Associated Cardiomyopathy,Houston,Texas,United States,"January 11, 2016"
270,271,NCT04461925,COVID-19 Pneumonia,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic P_MMSCs and UC-MMSCs,Placenta-Derived MMSCs; Cryopreserved Placenta-Derived Multipotent Mesenchymal Stromal Cells|Antibiotics|Hormones|Anticoagulant Therapy|Оxygen therapy,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic Multipotent Mesenchymal Stem Cells of the Placenta and Umbilical Cord,Kyiv,,Ukraine,"May 2, 2020"
271,272,NCT03337243,Knee Osteoarthritis|Knee Pain Chronic|Joint Disease|Arthritis|Osteo Arthritis Knee|Musculoskeletal Disease,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,HAM and HUMCWJ Injections,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,Pittsburgh,Pennsylvania,United States,"November 9, 2017"
272,273,NCT04549285,Multisystem Inflammatory Syndrome in Children,Infusions of Mesenchymal Stromal Cells in Children With Multisystem Inflammatory Syndrome,Human Cord Tissue Mesenchymal Stromal Cells (hCT-MSCs),A Phase I Pilot Study of the Safety of Infusions of Allogeneic Human Cord Tissue Mesenchymal Stromal Cells in Children With Multisystem Inflammatory Syndrome in Children (MIS-C),Atlanta|Westchester|Durham,Georgia|New York|North Carolina,United States|United States|United States,"March 12, 2021"
273,274,NCT01091701,Stroke,Ex Vivo Cultured Adult Allogenic MSCs in Ischemic Cerebral Stroke,Ex vivo cultured adult allogenic MSCs|Plasmalyte-A,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Single Dose, Phase -I/ II Study Assessing The Safety And Efficacy Of Intravenous Ex Vivo Cultured Adult Allogenic Mesenchymal Stem Cells In Patients With Ischemic Cerebral Stroke","Jalan Hospital, 30990,|Jalan Pahang, 50586|Jalan Mufti Haji Khalil, 75400|Prai|Jalan Hospital, 47000|Km 6 Jalan Langgar, 5460 Alor Setar, Kedah","Ipoh, Perak|Kuala Lumpur|Melaka|Pulau Pinang|Sungai Buloh, Selangor",Malaysia|Malaysia|Malaysia|Malaysia|Malaysia|Malaysia,December 2011
274,275,NCT03326505,Multiple Sclerosis,Allogenic Mesenchymal Stem Cells And Physical Therapy for MS Treatment,Umbilical cord derived Mesenchymal Stem Cells|Supervised physical therapy,The Effect of Stem Cell Therapy and Comprehensive Physical Therapy in Motor and Non-Motor Symptoms in Patients With Multiple Sclerosis: A Comparative Study.,Amman|Amman,,Jordan|Jordan,"September 25, 2017"
275,276,NCT04869397,Covid19,Treatment of Respiratory Complications Associated With COVID-19 Using Umbilical Cord Mesenchymal Stromal Cells,Allogeneic Wharton's jelly-MSCs (WJ-MSC)|Placebo,Treatment of Respiratory Complications Associated With COVID-19 Infection Using Wharton's Jelly (WJ)-Umbilical Cord (UC) Mesenchymal Stromal Cells (ProTrans®): a Randomized Phase II Controlled Clinical Trial,Montreal,Quebec,Canada,"June 14, 2021"
276,277,NCT04939337,Crohn's Disease,A Study of TH-SC01 for Treating Complex Perianal Fistula in Perianal Crohn's Disease.,TH-SC01,"Study to Assess the Safety and Efficacy of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells(TH-SC01), for Treatment of Complex Perianal Fistulas in Perianal Crohn's Disease.",Nanjing,Jiangsu,China,"November 12, 2020"
277,278,NCT01562002,Limbus Corneae Insufficiency Syndrome,Safety Study of Stem Cell Transplant to Treat Limbus Insufficiency Syndrome,Stem Cell with Amniotic Membrane Transplant,Advanced Therapy for Ocular Surface Reconstruction. Allogenic Limbus Epithelial Stem-cell Transplant vs Bone Marrow Mesenchymal Stem-cell Transplant in Limbus Insufficiency Syndrome. Double-masked Randomized Trial,Valladolid,,Spain,March 2012
278,279,NCT04670302,Supraspinatus Tear,Mesenchymal Stem Cells and Amniotic Membrane Composite for Supraspinatus Tendon Repair Augmentation,Tendon repair procedure|Tendon repair augmented with AAdMSC-HAM composite,The Efficacy of Using Allogeneic Adipose-derived Mesenchymal Stem Cells and Human Amniotic Membrane (AAdMSC-HAM) Composite for Supraspinatus Tendon Repair Augmentation,Surabaya,East Java,Indonesia,"October 17, 2019"
279,280,NCT03174587,Lupus Nephritis,Evaluate the Safety of CS20AT04 Inj. in Subjects With Lupus Nephritis,allogenic bone marrow derived mesenchymal stem cells,A Phase 1 Study to Evaluate the Safety of CS20AT04 Inj. in Subjects With Lupus Nephritis.,Seoul,,"Korea, Republic of","May 30, 2017"
280,281,NCT02846883,Abdominal Aortic Aneurysm,Safety and Efficacy of Allogeneic MSCs in Promoting T-regulatory Cells in Patients With Small Abdominal Aortic Aneurysms,MSCs|MSCs|Placebo,Mesenchymal Stem Cells Induce Regulatory T Cells in Patients With Aortic Aneurysm,Indianapolis,Indiana,United States,"December 5, 2016"
281,282,NCT05176366,Ulcerative Colitis,Study of ExoFlo for the Treatment of Medically Refractory Ulcerative Colitis,ExoFlo,"A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Ulcerative Colitis",,,,"December 1, 2022"
282,283,NCT05553132,Cartilage Defect,A Study of REcycled CartiLage Auto/Allo IMplantation to Treat and Repair Focal Hip Cartilage Defects,Autologous Chondrocytes in their Pericellular Matrix (Chondrons) Coimplanted with Allogeneic Adipose-Derived Mesenchymal Stromal Cells (AMSCs) in a Fibrin Glue Carrier,Hip RECLAIM: A Phase I Safety and Feasibility Trial of REcycled CartiLage Auto/Allo IMplantation for the Treatment and Repair of Focal Hip Cartilage Defects,Rochester,Minnesota,United States,October 2022
283,284,NCT04939077,"Myocardial Ischemia|Ventricular Dysfunction, Left",Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC),Allogeneic Human Umbilical Cord Mesenchymal Stem Cells,Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC),Shanghai,Shanghai,China,"November 27, 2019"
284,285,NCT02382874,Focal Segmental Glomerulosclerosis,Allogenic AD-MSC Transplantation in Idiopathic Nephrotic Syndrome (Focal Segmental Glomerulosclerosis),Intravenous injection,"Allogenic Adipose Derived Mesenchymal Stromal Cells Transplantation to Improve Kidney Function in Refractory Primary Nephrotic Syndrome (Focal Segmental Glomerulosclerosis,FSGS) ,a Phase I Clinical Trial",Tehran,,"Iran, Islamic Republic of",May 2015
285,286,NCT02328612,Sepsis,"Randomized, Parallel Group, Placebo Control, Unicentric, Interventional Study to Assess the Effect of Expanded Human Allogeneic Adipose-derived Mesenchymal Adult Stem Cells on the Human Response to Lipopolysaccharyde in Human Volunteers",Intravenous infusion of cells,"Phase I, Randomized, Parallel Group, Placebo Control, Unicentric, Interventional Study to Assess the Effect of Expanded Human Allogeneic Adipose-derived Mesenchymal Adult Stem Cells on the Human Response to Lipopolysaccharyde in Human Volunteers",Amsterdam,,Netherlands,October 2014
286,287,NCT01605383,Avascular Necrosis of Femur Head,Mesenchymal Stem Cells in Osteonecrosis of the Femoral Head,XCEL-MT-OSTEO-ALPHA|Standard treatment,"A Pilot Clinical Trial of ""ex Vivo"" Expanded Autologous Bone Marrow Mesenchymal Stem Cells Fixed in Allogenic Human Bone Tissue (XCEL-MT-OSTEO- ALPHA) in Osteonecrosis of the Femoral Head",Barcelona,,Spain,"May 5, 2015"
287,288,NCT04362189,COVID-19,Efficacy and Safety Study of Allogeneic HB-adMSCs for the Treatment of COVID-19,HB-adMSC|Placebo,"A Randomized, Placebo-Controlled, Double-Blind, Efficacy and Safety Study of Allogeneic HB-adMSCs for the Treatment of COVID-19",Houston|Houston,Texas|Texas,United States|United States,"June 30, 2020"
288,289,NCT00603330,Graft-versus-host Disease|Poor Graft Function|Low Donor T-cell Chimerism,Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function,Mesenchymal stem cells,Infusion of Mesenchymal Stem Cells as Treatment for Steroid-Resistant Grade II to IV Acute GVHD or Poor Graft Function: a Multicenter Phase II Study,Edeghem|Brussels|Brussels|Brussels|Leuven|Gent|Haine St Paul|Yvoir|Brugge|Antwerpen|Liege|Maastricht,Antwerpen|Brabant|Brabant|Brabant|Flamish Brabant|Flanders Ost|Hainaut|Namur|West Flanders|Limburg,Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Belgium|Netherlands,January 2008
289,290,NCT04995081,Parkinson Disease,Clinical Trial for Parkinson's Disease Using Allogeneic HB-adMSCs (Early and Moderate PD),Biological/Vaccine: Allogeneic HB-adMSCs|Placebo,"A Randomized, Double-Blind, Single Center, Phase 2, Efficacy and Safety Study of Allogeneic HB-adMSCs vs Placebo for the Treatment of Patients With Parkinson's Disease",Sugar Land,Texas,United States,"July 16, 2021"
290,291,NCT03860155,Acute-On-Chronic Liver Failure,Allogeneic ABCB5-positive Stem Cells for Treatment of Acute-on-Chronic Liver Failure,allo-APZ2-ACLF,"An Interventional, Single Arm, Multicenter, Phase I/IIa Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-ACLF for the Treatment of Acute-on-Chronic Liver Failure (ACLF)",Dresden|Essen|Frankfurt|Magdeburg|Mannheim,,Germany|Germany|Germany|Germany|Germany,"March 22, 2019"
291,292,NCT04040348,Alzheimer Disease,Alzheimer's Disease Stem Cells Multiple Infusions,Approximately 100 million cells allogeneic hMSC,"A Phase I, Prospective, Open-label Trial to Evaluate the Safety, Tolerability and Exploratory Outcomes of Multiple Allogeneic Human Mesenchymal Stem Cells (HMSC) Infusions in Patients With Mild to Moderate Alzheimer's Disease",Miami,Florida,United States,"October 8, 2019"
292,293,NCT05464381,Epidermolysis Bullosa,"Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of Epidermolysis Bullosa (Phase III, Cross-over)",allo-APZ2-OTS|Placebo,"A Double-blind, Randomized, Placebo-controlled, Interventional, Multicenter, Phase III Clinical Trial to Investigate the Safety and Efficacy of ABCB5-positive Mesenchymal Stromal Cells (ABCB5+ MSCs) on Epidermolysis Bullosa (EB)",,,,December 2022
293,294,NCT02241018,Acute Graft-versus-host Disease,MSCs Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant aGVHD,CD25 monoclonal antibody|calcineurin inhibitors|MSCs,Mesenchymal Stem Cells Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant Acute Graft-versus-host Disease After Allogeneic Stem Cell Transplantation,Guangzhou,Guangdong,China,September 2014
294,295,NCT03058068,Cystic Fibrosis,Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis,Allo-hMSCs|Placebo,"A Phase I, Randomized and Placebo-controlled Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human MesenchymAl Stem Cells Infusion in Patients With Cystic Fibrosis - HAPI",,,,December 2020
295,296,NCT05521672,Stenosis; Bowel|Crohn Disease,Clinical Trial to Evaluate if the Laparoscopic Administration of Cells Derived From the Fatty Tissue Can Improve the Inflammatory Stenosis in Patient With Crohn's Disease,Adipose derived allogenic mesenchymal stem cells (adAMSC),Clinical Trial Phase IIa to Evaluate the Safety and Effectiveness of Treatment With Fat-derived Mesenchymal Allogenic Mesenchymal Troncal Cells in Patients With Single Inflammatory Stenosis in the Context of Crohn's Disease.,Barcelona|Madrid|Valencia,,Spain|Spain|Spain,September 2022
296,297,NCT05559801,Osteogenesis Imperfecta|Osteogenesis Imperfecta Type III,Mesenchymal Cell Therapy in Osteogenesis Imperfecta (OI),Bone marrow-derived mesenchymal stromal cells (MSCs),A Phase 1/2 Study to Examine the Safety and Preliminary Efficacy of Mesenchymal Stromal Cells on Linear Growth and Bone Health Parameters in Children With Type 3 Osteogenesis Imperfecta (OI),,,,October 2022
297,298,NCT02585622,Diabetic Kidney Disease,NEPHSTROM for Diabetic Kidney Disease,Mesenchymal Stromal Cells|Placebo,Novel Stromal Cell Therapy for Diabetic Kidney Disease (NEPHSTROM Study),Galway|Bergamo|Belfast|Birmingham,BG,Ireland|Italy|United Kingdom|United Kingdom,"December 11, 2017"
298,299,NCT02829216,Abnormal Hematopoiesis|Allogenic Disease|Graft vs Host Disease,Graft-versus-host Disease Associated Myelosuppression,,Functional Profiling of the Hematopoietic Stem Cell Niche in Graft Versus Host Disease Mediated Bone Marrow Insufficiency,Dresden,,Germany,April 2016
299,300,NCT01589549,Acute GVH Disease,Mesenchymal Stromal Cells for Acute Graft Versus Host Disease,Mesenchymal stromal cell therapy,A Phase 2 Trial of Standard of Care Treatment Versus Mesenchymal Stromal Cell Therapy Together With Standard of Care for the Treatment of de Novo Acute Graft Versus Host Disease Following Allogeneic Bone Marrow Transplantation,Perth,Western Australia,Australia,April 2012
300,301,NCT01549665,Graft-Versus-Host Disease|GVHD|Allogeneic Hematopoietic Transplant|Disorder Related to Transplantation,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,Human umbilical cord blood-derived mesenchymal stem cells,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,Seoul,,"Korea, Republic of",January 2012
301,302,NCT02563340,Kidney Transplantation,Effect of BM-MSCs on Chronic AMR After Kidney Transplantation,"BM-MSCs|Desensitization therapy (PP, IVIG, rituximab or Bortezomib)",Efficacy and Safety of Bone Marrow-derived Mesenchymal Stem Cells (BM-MSCs) on Chronic Antibody-mediated Rejection (cAMR) After Kidney Transplantation: A Multi-center Perspective Study,Guangzhou,Guangdong,China,November 2015
302,303,NCT02563366,Kidney Transplantation|Acute Kidney Tubular Necrosis,Effect of BM-MSCs on Early Graft Function Recovery After DCD Kidney Transplant.,BM-MSCs|Saline,Effect of Bone Marrow-derived Mesenchymal Stem Cells (BM-MSCs) on Recovery of Poor Early Graft Function Post Kidney Transplantation From Chinese Donation After Citizen Death (DCD): A Multi-center Randomized Controlled Trial,Guangzhou,Guangdong,China,November 2015
303,304,NCT03798353,Myocardial Infarction,Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue,PeriCord: Expanded and cryopreserved allogeneic umbilical cord Wharton´s jelly-derived adult mesenchymal stem cells colonized on human pericardial matrix.|Surgery by sternotomy,Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue (The PERISCOPE Trial),Badalona,Barcelona,Spain,"May 13, 2019"
304,305,NCT04034316,Nephrotic Syndrome in Children|Steroid-Dependent Nephrotic Syndrome|Idiopathic Nephrotic Syndrome,Reduce Immunosuppression With Atmp in NS ChildrEn,Cord-blood mesenchymal stromal cells,A Phase 2 Open-label Study to Evaluate the Efficacy of Allogeneic Human Cord Blood-derived Mesenchymal Stromal Cells in Maintaining Remission After Immunosuppressive Therapy Withdrawal in Pediatric Patients With Steroid-dependent Nephrotic Syndrome,Milan,MI,Italy,"November 2, 2018"
305,306,NCT02709343,Chronic Lung Allograft Dysfunction (CLAD),Trial of Bone-marrow Derived Mesenchymal Stromal Cells (MSC) for New Onset Chronic Lung Allograft Dysfunction,Bone-marrow derived MSCs|Placebo,Phase 2 Randomised Controlled Trial of Bone-marrow Derived Mesenchymal Stromal Cells (MSC) for New Onset Chronic Lung Allograft Dysfunction (CLAD),Sydney|Brisbane|Adelaide|Melbourne|Murdoch,New South Wales|Queensland|South Australia|Victoria|Western Australia,Australia|Australia|Australia|Australia|Australia,"April 21, 2017"
306,307,NCT02290041,Discordant Immunological Response in HIV Infected Subjects,Treatment With MSC in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response,Infusion of MSC|Infusion of placebo,"Clinical Trial Phase I/II, of Test of Concept, Blind Double, Randomized, Controlled With Placebo, to Assess the Safety and Efficiency of the Treatment With Allogenic Adult Mesenchymal Stem Cells From Adipose Tissue Expanded, in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response",Seville,,Spain,"February 8, 2017"
307,308,NCT01741857,Systemic Lupus Erythematosus,Umbilical Cord Derived Mesenchymal Stem Cells Transplantation for Active and Refractory Systemic Lupus Erythematosus,human umbilical cord derived MSC transplantation for SLE,Phase I/II: Umbilical Cord Derived Mesenchymal Stem Cells Transplantation For Active And Refractory Systemic Lupus Erythematosus,Nanjing,Jiangsu,China,January 2012
