,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
585,586,NCT05532943,Multiple Sclerosis,Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Allogeneic umbilical cord mesenchymal stem cells|Control group,A Seamless Phase I/IIa Clinical Study to Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With Multiple Sclerosis,Taichung,Non-US,Taiwan,"December 31, 2022"
586,587,NCT00851162,Bone Neoplasms,Using Mesenchymal Stem Cells to Fill Bone Void Defects in Patients With Benign Bone Lesions,Trinity multipotent stem cells|Demineralized bone matrix(DBM),Using Mesenchymal Stem Cells to Fill Bone Void Defects in Patients With Benign Bone Lesions,Atlanta,Georgia,United States,March 2009
587,588,NCT01142050,Type 2 Diabetes Mellitus,Stem Cell Therapy for Type 2 Diabetes Mellitus,mesenchymal stem cells,"A Open Labeled and Self Controlled, Safety/Efficacy Assessed Pilot Study on Transplantation Therapy Using Bone Marrow Mesenchymal Stem Cells for Insulin Resistance of Type 2 Diabetes Mellitus",Beijing,,China,August 2010
588,589,NCT02013700,Idiopathic Pulmonary Fibrosis (IPF),Allogeneic Human Cells (hMSC)in Patients With Idiopathic Pulmonary Fibrosis Via Intravenous Delivery (AETHER),Allogeneic Adult Human Mesenchymal Stem Cells (hMSCs)|matched placebo,"A Phase I, Randomized, Blinded and Placebo-controlled Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human Mesenchymal Stem Cell Infusion in Patients With Idiopathic Pulmonary Fibrosis",Miami,Florida,United States,"November 13, 2013"
589,590,NCT04834609,Perianal Fistula|Adipose Tissue|Tissue Transplantation,Adipose Derived Mesenchymal Stem Cell Characteristics in Anal Fistulas,Injection of autologous adipose tissue in anal fistula,Identification of Molecular Differences of Adipose-derived Mesenchymal Stem Cells Between Non- Responders and Responders in Treatment of Transsphincteric Perianal Fistulas Using Autologous Fat Graft Injection,,,,January 2015
590,591,NCT04889963,Adypose Mesenchimal Stem Cell|Ligament Rupture|Ligament Derived Conditined Medium,Regeneration of Posterior Cruciate Ligament Injury Using Hypoxic Conditioned Allogenic Adipose Mesenchymal Stem Cell and Condition Medium,adypose mesenchymal conditioned medium and ligament derived conditioned medium,Regeneration of Posterior Cruciate Ligament Injury Using Hypoxia Conditioned Allogenic Adipose Mesenchymal Stem Cell (AdMSC) and Ligament Derived Condition Medium (Secretome),Sleman,Yogyakarta,Indonesia,"January 1, 2021"
591,592,NCT02557724,Liver Failure|Liver Neoplasm,Mobilization of Mesenchymal Stem Cells During Liver Transplantation,blood samples|blood samples,Mobilization of Mesenchymal Stem Cells During Liver Transplantation,Newark,New Jersey,United States,September 2015
592,593,NCT03933995,Erectile Dysfunction,Follow up Study(Phase 1) to Evaluate Safety of Autologous Bone Marrow Derived MSCs in Erectile Dysfunction,no Intervention,Follow up Study(Phase 1) to Evaluate Safety of Autologous Bone Marrow Derived Mesenchymal Stem Cell in Erectile Dysfunction,Seoul,,"Korea, Republic of","March 11, 2019"
593,594,NCT00361049,Cancer,Donor Mesenchymal Stem Cell Infusion in Treating Patients With Acute or Chronic Graft-Versus-Host Disease After Undergoing a Donor Stem Cell Transplant,graft versus host disease prophylaxis/therapy|fluorescence in situ hybridization|immunoenzyme technique|immunohistochemistry staining method|laboratory biomarker analysis|in vitro-treated bone marrow transplantation|management of therapy complications,Donor Mesenchymal Stem Cell Infusion for Treatment of Graft Versus Host Disease: A Phase I Trial,Cleveland|Cleveland|Cleveland|Cleveland|Cleveland|Cleveland|Cleveland|Cleveland,Ohio|Ohio|Ohio|Ohio|Ohio|Ohio|Ohio|Ohio,United States|United States|United States|United States|United States|United States|United States|United States,September 2004
594,595,NCT04749667,Multiple Sclerosis|Progressive Multiple Sclerosis,Study of Mesenchymal Autologous Stem Cells as Regenerative Treatment for Multiple Sclerosis,MSCs|Saline,Study of Mesenchymal Autologous Stem Cells as Regenerative Treatment for Multiple Sclerosis,Tromsø|Trondheim|Bergen|Lørenskog,Troms Og Finnmark|Trøndelag|Vestland|Viken,Norway|Norway|Norway|Norway,"August 9, 2021"
595,596,NCT01448434,Osteoarthritis of Knee Joint,Allogeneic Mesenchymal Stem Cells for Osteoarthritis,Ex- vivo cultured adult allogeneic MSCs|Plasmalyte-A,"A Randomized, Double Blind, Multicentric, Placebo Controlled, Phase -II Study Assessing the Safety and Efficacy of Intraarticular Ex-vivo Cultured Adult Allogeneic Mesenchymal Stem Cells in Patients With Osteoarthritis of Knee",Kuala Lumpur|Kuala Lumpur|Kuala Lumpur|Kuala Lumpur,Federal territory|Selangor|Selangor|Selangor,Malaysia|Malaysia|Malaysia|Malaysia,September 2011
596,597,NCT04610359,Interstitial Cystitis|Stem Cell Transplant|Mesenchymal Stem Cell,Safety of Human Embryonic Stem Cell (hESC)-Derived Mesenchymal Stem Cells in Interstitial Cystitis,MR-MC-01,"Safety of Human Embryonic Stem Cell (hESC)-Derived Mesenchymal Stem Cells in Interstitial Cystitis; Open-labelled, Single Center, Phase 1 Study",Seoul,,"Korea, Republic of","October 20, 2020"
597,598,NCT04366063,Covid-19,Mesenchymal Stem Cell Therapy for SARS-CoV-2-related Acute Respiratory Distress Syndrome,Cell therapy protocol 1|Cell therapy protocol 2,Mesenchymal Stem Cell Therapy for Acute Respiratory Distress Syndrome in Coronavirus Infection: A Phase 2-3 Clinical Trial,Tehran,,"Iran, Islamic Republic of","April 5, 2020"
598,599,NCT01879046,Knee Osteoarthritis,Regenerative Medicine of Articular Cartilage: Characterization and Comparison of Chondrogenic Potential and Immunomodulatory Adult Mesenchymal Stem Cells,arthroplasty,Regenerative Medicine of Articular Cartilage: Characterization and Comparison of Chondrogenic Potential and Immunomodulatory Adult Mesenchymal Stem Cells,Nantes,,France,October 2015
599,600,NCT04313322,Use of Stem Cells for COVID-19 Treatment,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,WJ-MSCs,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,Amman,,Jordan,"March 16, 2020"
600,601,NCT04276987,Coronavirus,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,MSCs-derived exosomes,A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia,Shanghai,Shanghai,China,"February 15, 2020"
601,602,NCT01957826,Primary Idiopathic Dilated Cardiomyopathy,Mesenchymal Stem Cells for Idiopathic Dilated Cardiomyopathy,bone marrow-derived MSCs injection|placebo intervention,Phase I/II Randomized Clinical Trial to Assess the Safety and Feasibility of Transendocardial Injection of Bone Marrow Autologous Mesenchymal Stem Cells in Patients With Idiopathic Dilated Cardiomyopathy.,Madrid|Valladolid,,Spain|Spain,March 2013
602,603,NCT05116761,Covid19|Postviral Syndrome|Dyspnea,ExoFlo™ Infusion for Post-Acute COVID-19 and Chronic Post-COVID-19 Syndrome,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles|Saline,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Post-Acute and Chronic Post-COVID-19 Syndrome: A Phase I/II Clinical Trial,,,,February 2023
603,604,NCT03047772,"Myocardial Infarction|Stem Cell Transplantation|Angioplasty, Transluminal, Percutaneous Coronary",Transplantation Efficacy of Autologous Bone Marrow Mesenchymal Stem Cells With Intensive Atorvastatin in AMI Patients,Atorvastatin|Intensive Atorvastatin|Low dose BMMSC|Middle dose BMMSC|High dose BMMSC|Transplantation,The Randomized Double-blind Placebo-Controlled Multi-center Clinical Trial of Transplantation Efficacy of Autologous Bone Marrow Mesenchymal Stem Cells With Intensive Atorvastatin in Acute Myocardial Infarction Patients,,,,"March 6, 2018"
604,605,NCT01275612,Solid Tumors|Acute Kidney Injury,Mesenchymal Stem Cells In Cisplatin-Induced Acute Renal Failure In Patients With Solid Organ Cancers,Mesenchymal stromal cell infusion,Ex-Vivo Expanded Mesenchymal Stem Cells To Repair The Kidney And Improve Function In Cisplatin-Induced Acute Renal Failure In Patients With Solid Organ Cancers,Bergamo,BG,Italy,November 2010
605,606,NCT02574572,Spinal Cord Injury,Autologous Mesenchymal Stem Cells Transplantation in Cervical Chronic and Complete Spinal Cord Injury,Autologous mesenchymal cells transplantation,Evaluation of the Safety and Potential Effectiveness of Autologous Mesenchymal Stem Cells Transplantation in Subjects With Cervical Chronic and Complete Spinal Cord Injury,Salvador,Bahia,Brazil,"September 6, 2017"
606,607,NCT03397095,Ischemic Heart Disease,Sequential Treatment of Extra-Corporeal Shock Wave Combined With aUtologous Bone marRow Mesenchymal Stem Cells on Patients With ischEmic Heart Disease : the S-CURE Study,CSWT+BMMSCs|CSWT+Sham operation,Sequential Treatment of Extra-Corporeal Shock Wave Combined With aUtologous Bone marRow Mesenchymal Stem Cells in Patients With ischEmic Heart Disease : the S-CURE Study,Shanghai,Shanghai,China,"April 3, 2018"
607,608,NCT02327832,Liver Regeneration,Safety Study of Liver Regeneration Therapy Using Cultured Autologous BMSCs,Autologous BMSCs|bone marrow-derived mesenchymal stem cells,Safety Study of a Less Invasive Liver Regeneration Therapy Using Cultured Autologous Bone Marrow-derived Mesenchymal Stem Cells for Compensated Liver Cirrhotic Patient,"Ube, Yamaguchi",Yamaguchi,Japan,December 2014
608,609,NCT02474342,Rotator Cuff Disease,Autologous Adipose Tissue Derived Mesenchymal Stem Cells for Rotator Cuff Disease,Autologous Adipose Tissue Derived MSCs Transplantation|Autologous Adipose Tissue Derived MSCs Transplantation|Autologous Adipose Tissue Derived MSCs Transplantation,Safety and Efficacy of Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Rotator Cuff Disease,Seoul,,"Korea, Republic of","July 7, 2015"
609,610,NCT03866330,Osteoarthritis|Hip Osteoarthritis|Knee Osteoarthritis|Glenohumeral Osteoarthritis,Wharton's Jelly-derived Mesenchymal Stem Cells in Osteoarthritis,Intraarticular injection of WJMSC,"Effectiveness of Wharton's Jelly-derived Stem Cells in Patients With Osteoarthritis of the Knee, Hip or Glenohumeral Joint and Analysis of the Regeneration Processes Based on Inflammatory Markers, microRNAs and Clinical Features",Warsaw,Mazovian,Poland,"March 1, 2019"
610,611,NCT05106972,Liver Cirrhosis,Umbilical Cord Mesenchymal Stem Cell Transplantation for Decompensated Hepatitis B Cirrhosis,UC-MSC infusion,"A Single Center, Prospective Study of Umbilical Cord Mesenchymal Stem Cell Transplantation for Decompensated Hepatitis B Cirrhosis",Haikou,,China,"December 1, 2021"
611,612,NCT02472002,Coronary Disease|Heart Transplant,Mesenchymal Stem Cell Administration in the Treatment of Coronary Graft Disease in Heart Transplant Patients,Mesenchymal cell therapy,Mesenchymal Stem Cell Administration in the Treatment of Coronary Graft Disease in Heart Transplant Patients,Paris,,France,January 2014
612,613,NCT04349631,COVID-19,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19,HB-adMSCs,"A Phase II, Open Label, Single-Center, Clinical Trial to Assess Efficacy of HB-adMSCs to Provide Immune Support Against Coronavirus Disease",Sugar Land,Texas,United States,"April 22, 2020"
613,614,NCT00658073,Renal Transplant Rejection,Induction Therapy With Autologous Mesenchymal Stem Cells for Kidney Allografts,Kidney transplantation with MSCs infusion|kidney transplantation without MSC infusion,Autologous Bone Marrow Mesenchymal Stem Cell Transplantation in Recipients of Living Kidney Allografts,Fuzhou,Fujian,China,March 2008
614,615,NCT03766217,Cleft Lip and Palate,Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair,Mesenchymal stem cells associated with biomaterials|Iliac crest autogenous bone graft,Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair,São Paulo,,Brazil,"April 5, 2019"
615,616,NCT04457609,COVID|Pulmonary Infection|Sars-CoV2,Administration of Allogenic UC-MSCs as Adjuvant Therapy for Critically-Ill COVID-19 Patients,Oseltamivir|Azithromycin|Umbilical Cord Mesenchymal Stem Cells,Application of Umbilical Cord Mesenchymal Stem Cells as Adjuvant Therapy for Critically-Ill COVID-19 Patients,Jakarta Pusat|Jakarta|Jakarta|Depok,DKI Jakarta|DKI Jakarta|DKI Jakarta|West Java,Indonesia|Indonesia|Indonesia|Indonesia,July 2020
616,617,NCT02123368,Osteoarthritis,Treatment of Knee Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells,Hyaluronic acid|10 million Bone marrow mesenchimal stem cells|100 million Bone marrow mesenchimal stem cells,Treatment of Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells,Salamanca|Pamplona,Castilla y León|Navarra,Spain|Spain,May 2012
617,618,NCT04340609,Acute Myocardial Infarction,Stem Cell in Acute Myocardial Infarction,Mesenchymal Stem Cells,Allogeneic Umbilical Cord Mesenchymal Stem Cell Therapy for Acute Myocardial Infarction,Jakarta,,Indonesia,"March 11, 2019"
618,619,NCT02325843,Chemical Burns,the Treatment of Human Bone Marrow Mesenchymal Stem Cells in Ocular Corneal Burn,human bone marrow MSC,"The Subconjunctival Injection of Human Bone Marrow Mesenchymal Stem Cells for Ocular Corneal Burn: Prospective, Case Series Study",,,,July 2015
619,620,NCT04213248,Dry Eye,Effect of UMSCs Derived Exosomes on Dry Eye in Patients With cGVHD,Umbilical Mesenchymal Stem Cells derived Exosomes,Effect of Umbilical Mesenchymal Stem Cells Derived Exosomes on Dry Eye in Patients With Chronic Graft Versus Host Diseases,Guangzhou,Guangdong,China,"February 21, 2020"
620,621,NCT01182662,Aplastic Anemia,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Severe Aplastic Anemia,Human umbilical cord-derived MSCs and cyclosporin A|cyclosporin A,Phase II Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat SAA,Jinan,Shandong,China,August 2010
621,622,NCT01420432,Ankylosing Spondylitis,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Ankylosing Spondylitis (AS),Human umbilical cord-derived MSCs,Phase II Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat AS,Jinan,Shandong,China,January 2011
622,623,NCT03994666,Critical Limb Ischemia,Cell Therapy in Critical Limb Ischemia,allogeneic umbilical cord-derived mesenchymal stem cells|Placebo (NaCl),Cell Therapy in Critical Limb Ischemia by Implantation of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells,Reims,,France,September 2019
623,624,NCT05080465,Liver Cirrhosis,Long Term Follow up Mesenchymal Stem Cell Therapy for Patients Virus-related Liver Cirrhosis,Autologous BM MSC,Long Term Follow up Autologous Mesenchymal Stem Cell Therapy for Patients Virus-related Liver Cirrhosis,Kharkov,,Ukraine,"December 2, 2018"
624,625,NCT02290041,Discordant Immunological Response in HIV Infected Subjects,Treatment With MSC in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response,Infusion of MSC|Infusion of placebo,"Clinical Trial Phase I/II, of Test of Concept, Blind Double, Randomized, Controlled With Placebo, to Assess the Safety and Efficiency of the Treatment With Allogenic Adult Mesenchymal Stem Cells From Adipose Tissue Expanded, in HIV-infected Patients With Controlled Viremia and Immunological Discordant Response",Seville,,Spain,"February 8, 2017"
625,626,NCT04785027,Traditional Chinese Medicine|Drug Effect|Drug Safety|Psoriasis|Mesenchymal Stromal Cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With AD-MSCs in Psoriasis,PSORI-CM01 formula|Gu Ben Hua Yu formula|adipose-derived multipotent mesenchymal stem cells,Comparison of PSORI-CM01 Formula vs Gu Ben Hua Yu Formula Combined With Expanded Allogeneic Adipose-derived Mesenchymal Stem Cells in Patients With Moderate to Severe Psoriasis: a Pilot Study for a Randomized Controlled Trial,Guangzhou,Guangdong,China,"March 17, 2021"
626,627,NCT01129739,Myelodysplastic Syndromes,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Myelodysplastic Syndromes,Human umbilical cord-derived MSCs|cyclosporine A (CsA),Phase II Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat RA and RARS of MDS,Jinan,Shandong,China,May 2010
627,628,NCT03187431,Stem Cell Transplant Complications,Role of Stem Cell Therapy in Interstitial Pulmonary Fibrosis,autologous bone marrow mesenchymal stem cells,Mesenchymal Stem Cell as Therapeutic Modality in Interstitial Pulmonary Fibrosis,,,,"December 11, 2017"
628,629,NCT05261360,"Knee; Injury, Meniscus (Lateral) (Medial)|Meniscus Tear|Meniscus Lesion|Meniscus; Degeneration|Meniscus; Laceration|Meniscus Injury, Tibial|Knee Injuries|Knee Pain Swelling|Arthralgia",Clinical Efficacy of Exosome in Degenerative Meniscal Injury,SF-MSC-EX|SF-MSC,A Phase II Trial to Investigate Clinical Efficacy of Autologous Synovial Fluid Mesenchymal Stem Cell-Derived Exosome Application in Patients With Degenerative Meniscal Injury,Eskisehir,,Turkey,March 2022
629,630,NCT02445547,Crohn Disease,Umbilical Cord Mesenchymal Stem Cell Treatment for Crohn's Disease,UC-MSCs by peripheral intravenous infusion|received hormone maintenance therapy,Umbilical Cord Mesenchymal Stem Cell Treatment for Crohn's Disease: A Randomized Controlled Clinical Trial,Xi Ail,Shaanxi,China,June 2012
630,631,NCT01840540,Atherosclerotic Renal Artery Stenosis|Ischemic Nephropathy|Renovascular Hypertension,MSC for Occlusive Disease of the Kidney,Arterial infusion of autologous mesenchymal stem cells,Phase I Study of Autologous Mesenchymal Stem Cells in the Treatment of Atherosclerotic Renal Artery Stenosis,Rochester,Minnesota,United States,April 2013
631,632,NCT02587572,Metabolic Disease|Endothelial Dysfunction,Safety and Efficacy Trial Using Allogeneic Human Mesenchymal Stem Cells: The SIRONA Trial,Peripheral Intravenous (IV) infusion of LMSCs,"A Randomized, Blinded and Placebo-controlled Trial to Evaluate the Safety and Efficacy of Allogeneic Human Mesenchymal Stem Cells in Patients With Metabolic Syndrome.",,,,December 2022
632,633,NCT05125562,COVID-19,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Mild-to-Moderate COVID-19: A Phase II Clinical Trial,ExoFlo,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Mild-to-Moderate COVID-19: A Phase II Clinical Trial,Austin,Texas,United States,"December 7, 2022"
633,634,NCT04336254,COVID-19,Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe COVID-19 Patients,allogeneic human dental pulp stem cells (BSH BTC & Utooth BTC)|Intravenous saline injection (Placebo),"Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe Pneumonia of COVID-19：a Single-center, Prospective, Randomised Clinical Trial",Wuhan,Hubei,China,"May 6, 2020"
634,635,NCT04356300,Multiple Organ Failure,Exosome of Mesenchymal Stem Cells for Multiple Organ Dysfuntion Syndrome After Surgical Repaire of Acute Type A Aortic Dissection,Exosome of MSC,Exosome of Mesenchymal Stem Cells for Multiple Organ Dysfuntion Syndrome After Surgical Repaire of Acute Type A Aortic Dissection: a Pilot Study,,,,"September 1, 2020"
635,636,NCT03585855,Interventional,Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Antibody Mediated Kidney Graft Rejection (ABMR),MSC transplantation,Autologous Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Antibody Mediated Kidney Graft Rejection (ABMR),Ljubljana,,Slovenia,"January 1, 2019"
636,637,NCT04744051,Post-Concussion Syndrome,"ATCell™ Expanded Autologous, Adipose-Derived Mesenchymal Stem Cells Deployed Via Intravenous Infusion",50 Adipose Derived Stem Cell Infusion|150 Adipose Derived Stem Cell Infusion|300 Adipose Derived Stem Cell Infusion|Placebo Infusion,"ATCell™ Expanded Autologous, Adipose-Derived Mesenchymal Stem Cells Deployed Via Intravenous Infusion for the Treatment of Post Concussion Syndrome (PCS) in Retired Military and Athletes",La Mesa,California,United States,"February 1, 2021"
637,638,NCT01741857,Systemic Lupus Erythematosus,Umbilical Cord Derived Mesenchymal Stem Cells Transplantation for Active and Refractory Systemic Lupus Erythematosus,human umbilical cord derived MSC transplantation for SLE,Phase I/II: Umbilical Cord Derived Mesenchymal Stem Cells Transplantation For Active And Refractory Systemic Lupus Erythematosus,Nanjing,Jiangsu,China,January 2012
638,639,NCT04501341,T2D,BM-MNC and UCMSC for Type 2 Diabetes Mellitus Patients,"Bone-marrow aspiration, Intra-pancreatic Catheterisation of BM-MNC|Intravenous Infusion of UC-MSC","Effectivity and Safety of Autologous BM-MNC Stem Cell Therapy and Allogenic Umbilical Cord Mesenchymal Stem Cell for Type 2 Diabetes Mellitus Patients""",Jakarta Pusat,DKI Jakarta,Indonesia,"March 14, 2016"
639,640,NCT00976287,Liver Cirrhosis,Autologous Bone Marrow Mesenchymal Stem Cells Transplantation Via Hepatic Artery in Patients With Liver Cirrhosis,Hepatic artery infusion|Conserved Therapy,Autologous Bone Marrow Mesenchymal Stem Cells Transplantation Via Hepatic Artery in Patients With Liver Cirrhosis,,,,January 2008
640,641,NCT02055625,Graft -Versus-host-disease,Mesenchymal Stem Cells as a Treatment for Oral Complications of Graft-versus-host Disease,Mesenchymal stromal cells,Treatment of Oral Mucosa in Patients With Graft-versus-host Disease Following Injection of Mesenchymal Stem Cells - Human Pilot Study,Stockholm,Huddinge,Sweden,January 2014
641,642,NCT01494480,Amyotrophic Lateral Sclerosis,The Clinical Trial on the Use of Umbilical Cord Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis,stem cell transplantation,The Clinical Study on the Use of Umbilical Cord Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis,Beijing,,China,March 2012
642,643,NCT03592849,"Infertility, Female|Endometrium",The Efficacy and Safety of Collagen Scaffold Loaded With Umbilical Cord Derived Mesenchymal Stem Cells in Infertile Women With Thin Endometrium or Endometrial Scarring,UC-MSCs therapy,The Efficacy and Safety of Collagen Scaffold Loaded With Umbilical Cord Derived Mesenchymal Stem Cells in Infertile Women With Thin Endometrium or Endometrial Scarring,Nanjing,Jiangsu,China,"September 10, 2018"
643,644,NCT02888704,Atopic Dermatitis,Safety and Efficacy of ADSTEM Inj. in Patients With Moderately Subacute and Chronic Atopic Dermatitis,ADSTEM Inj. (Adult human mesenchymal stem cells),"Phase I Clinical Trial to Evaluate the Safety, Tolerance, and Exploratory Efficacy of ADSTEM Inj. in Patients With Moderate to Severe, Subacute and Chronic Atopic Dermatitis",Daejeon,Chungcheongnam-do,"Korea, Republic of",July 2016
644,645,NCT03798028,Rheumatoid Arthritis,The Safety and Effects of Mesenchymal Stem Cell (MSCs) in the Treatment of Rheumatoid Arthritis,UC-MSCs,The Effects and Safety of Mesenchymal Stem Cells in the Treatment of Moderate/Severe Rheumatoid Arthritis， a Multicenter Randomized Controlled Clinical Study,Xi'an,Shaanxi,China,"December 26, 2017"
645,646,NCT03602872,Knee Osteoarthritis,Safety of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells in Subjects With Osteoarthritis,Human allogeneic mesenchymal bone marrow derived stem cells,"Phase I, Open Label Study to Assess the Safety and Tolerance of a Single Intraarticular Dose of STEMEDICA's Human Allogeneic Bone Marrow Derived Mesenchymal Stem Cells, in Subjects With Knee Osteoarthritis.",Tijuana,Baja California,Mexico,August 2019
646,647,NCT05210309,"Safety|Efficacy, Self",National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),Stem Cell Therapy,National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),Elche|Vigo|Barcelona|Valencia,Alicante|Pontevedra,Spain|Spain|Spain|Spain,"January 1, 2020"
647,648,NCT04998058,"Bone Loss, Osteoclastic|Bone Loss, Alveolar|Alveolar Bone Loss|Alveolar Bone Atrophy|Grafting Bone",Autogenous Mesenchymal Stem Cell Culture-Derived Signalling Molecules as Enhancers of Bone Formation in Bone Grafting,Maxillary sinus floor elevation grafting with synthetic bone substitute.,Autogenous Mesenchymal Stem Cell Culture-Derived Signalling Molecules as Enhancers of Bone Formation in Bone Grafting,Porto Alegre,RS,Brazil,"December 15, 2022"
648,649,NCT02587715,"Multiple Sclerosis, Relapsing-Remitting",A Study of Allogeneic Human UC-MSC and Liberation Therapy (When Associated With CCSVI) in Patients With RRMS,Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells|Liberation therapy,"An Open-label, Non-randomized, Phase I/II Study of Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells (UC-MSC) and Liberation Therapy (When Associated With Chronic Cerebrovascular Venous Insufficiency) in Patients With Relapsing Remitting Multiple Sclerosis (RRMS)",San Fernando,Trinidad,Trinidad and Tobago,February 2015
649,650,NCT02418325,"Multiple Sclerosis, Relapsing-Remitting",A Study of Allogeneic Human UC-MSC and Liberation Therapy (When Associated With CCSVI) in Patients With RRMS,Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells|Liberation therapy,"An Open-label, Non-randomized, Phase I/II Study of Allogeneic Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells (UC-MSC) and Liberation Therapy (When Associated With Chronic Cerebrovascular Venous Insufficiency) in Patients With Relapsing Remitting Multiple Sclerosis (RRMS)",San Fernando,Trinidad,Trinidad and Tobago,February 2015
650,651,NCT04490486,COVID-19|Acute Respiratory Distress Syndrome|Corona Virus Infection,Umbilical Cord Tissue (UC) Derived Mesenchymal Stem Cells (MSCs) Versus Placebo to Treat Acute Pulmonary Inflammation Due to COVID-19,UCMSCs|Placebo,"Phase I, Randomized, Double Blinded, Placebo Control Study to Evaluate the Safety and Potential Efficacy of Intravenous Infusion of Umbilical Cord Tissue (UC) Derived Mesenchymal Stem Cells (MSCs) Versus Placebo to Treat Acute Pulmonary Inflammation Due to COVID-19 With Moderate to Severe Symptoms",,,,"October 1, 2022"
651,652,NCT05043610,"Myocardial Infarction, Acute|Myocardial Infarction First|Myocardial Infarction, Anterior Wall|Cardiac Remodeling, Ventricular|STEMI|Regenerative Medicine|Heart Failure",MSCs for Prevention of MI-induced HF,Umbilical Cord-Derived Wharton's Jelly Mesenchymal Stem Cells (WJ-MSCs)|Conventional Treatment,Transplantation of Mesenchymal Stem Cells for Prevention of Acute Myocardial Infarction Induced Heart Failure: A Phase III Randomized Clinical Trial,Shiraz|Shiraz|Shiraz,Fars|Fars|Fars,"Iran, Islamic Republic of|Iran, Islamic Republic of|Iran, Islamic Republic of","January 1, 2021"
652,653,NCT01489267,Hereditary Cerebellar Ataxia.,A New Method to Treat Hereditary Cerebellar Ataxia - Umbilical Cord Mesenchymal Stem Cells Transplantation,stem cell transplantation,The Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cells Transplantation in Hereditary Cerebellar Ataxia Patients,Beijing,,China,December 2011
653,654,NCT02365142,Knee Osteoarthritis,Treatment of Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells With Platelet Rich Plasma,100 million Bone marrow mesenchimal stem cells|Platelet Rich plasma (PRGF),Phase I/II. Treatment of Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells With Platelet Rich Plasma(PRGF),Salamanca|Pamplona,Castilla-León|Navarra,Spain|Spain,June 2014
